City,Venue,Venue Latitude,Venue Longitude,Venue Category
Charleroi,Helios,50.40637457971492,4.449000450202678,Pool
Charleroi,H&M,50.41861314131818,4.457985421045043,Clothing Store
Charleroi,HEMA,50.418376915229054,4.4577011215831,Department Store
Charleroi,Colruyt,50.418510650490234,4.438171034795552,Supermarket
Charleroi,MediaMarkt,50.428360892823015,4.437894508082536,Electronics Store
Charleroi,Vanden Borre,50.420162168049046,4.468828374467842,Electronics Store
Charleroi,Fritapapa,50.39905237717666,4.4537103478992215,Friterie
Charleroi,JBC,50.419703724746086,4.468068683518703,Clothing Store
Charleroi,Tom & Co,50.395831687131185,4.457179863408624,Pet Store
Luik,The Huggy's Bar,50.635638,5.567493,Burger Joint
Luik,Parc du Jardin Botanique,50.634262708255285,5.563058013368395,Park
Luik,Parc d'Avroy,50.63367542818409,5.568394660949707,Park
Luik,A Cortina,50.6297,5.56843,Ice Cream Shop
Luik,Sottopiano,50.63278050553479,5.564346113635232,Italian Restaurant
Luik,Messieurs - Créateurs de croque monsieur,50.63935386733738,5.568815193333473,Restaurant
Luik,Franchi G.,50.639816425465845,5.567890514051341,Ice Cream Shop
Luik,Cap Sud,50.6377429301558,5.562802285176276,Sandwich Place
Luik,Fengh ling,50.6282909048701,5.567349261835042,Chinese Restaurant
Luik,Sushi maison,50.64060936698864,5.568101442158819,Sushi Restaurant
Luik,Le Pot au Lait,50.64023187261049,5.573638758245705,Bar
Luik,Riva,50.63032928863007,5.571605298257962,Bistro
Luik,Les Terrasses,50.63520102008874,5.56882434059862,Brasserie
Luik,12-30 Carmes,50.639646896693506,5.574123747475015,Salad Place
Luik,moment.,50.63944895576172,5.571884362866117,Bistro
Luik,Le Dernier Ragot,50.63931833666454,5.572951064279579,French Restaurant
Luik,Le Shanghai,50.640691027277825,5.57178836558091,Asian Restaurant
Luik,La Parenthèse,50.63975771311899,5.573966419913072,Bookstore
Luik,Basic-Fit,50.627074040948614,5.565930403156565,Gym / Fitness Center
Luik,Café Des Miracles,50.641694982781885,5.568598996963861,Lounge
Luik,Indian Taste,50.64065541488016,5.572341467051927,Indian Restaurant
Luik,Parc de la Boverie,50.62740075730875,5.576848983764648,Park
Luik,Comédie Centrale,50.62801679103237,5.564979363867329,Comedy Club
Luik,La roussette de Savoie,50.641578208868765,5.568525102437563,French Restaurant
Luik,Club Evolution,50.62728990065196,5.569649022915359,Gym / Fitness Center
Luik,Saga Café,50.6392,5.57361,Brasserie
Luik,"DARCIS, Maitre Chocolatier (Liege)",50.641061372272944,5.57063760507666,Dessert Shop
Luik,Le Cappuccino,50.63884437384765,5.574245131691112,Coffee Shop
Luik,Mirabella's Pizza,50.62651377024418,5.566273203956616,Italian Restaurant
