Frans,Nederlands,Duits,Begin,Einde,Name
-,Ellikom,-,01.01.0001,02.01.1971,Ellikom
-,Gerdingen,-,01.01.0001,01.01.1965,Gerdingen
-,Grote-Brogel,-,01.01.0001,01.01.1977,Grote-Brogel
-,Gruitrode,-,01.01.0001,01.01.1977,Gruitrode
-,Hamont,-,01.01.0001,02.01.1977,Hamont
-,Hechtel,-,01.01.0001,02.01.1977,Hechtel
-,Helchteren,-,01.01.0001,02.01.1977,Helchteren
-,Houthalen,-,01.01.0001,03.01.1977,Houthalen
-,Kaulille,-,01.01.0001,02.01.1977,Kaulille
-,Kessenich,-,01.01.0001,18.09.1971,Kessenich
-,Kinrooi,-,01.01.0001,31.12.9999,Kinrooi
-,Kleine-Brogel,-,01.01.0001,02.01.1971,Kleine-Brogel
-,Lommel,-,01.01.0001,31.12.9999,Lommel
-,Maaseik,-,01.01.0001,31.12.9999,Maaseik
-,Meeuwen,-,01.01.0001,01.01.1977,Meeuwen
-,Molenbeersel,-,01.01.0001,18.09.1971,Molenbeersel
-,Neeroeteren,-,01.01.0001,01.02.1977,Neeroeteren
-,Neerpelt,-,01.01.0001,31.12.2018,Neerpelt
-,Ophoven,-,01.01.0001,18.09.1971,Ophoven
-,Opitter,-,01.01.0001,01.01.1977,Opitter
-,Opoeteren,-,01.01.0001,01.02.1977,Opoeteren
-,Overpelt,-,01.01.0001,31.12.2018,Overpelt
-,Peer,-,01.01.0001,31.12.9999,Peer
-,Reppel,-,01.01.0001,02.01.1971,Reppel
-,Rotem,-,01.01.0001,16.04.1971,Rotem
-,Sint-Huibrechts-Lille,-,01.01.0001,01.01.1977,Sint-Huibrechts-Lille
-,Tongerlo (Limb.),-,01.01.0001,01.01.1971,Tongerlo (Limb.)
-,Wijchmaal,-,01.01.0001,01.01.1977,Wijchmaal
-,Wijshagen,-,01.01.0001,02.01.1971,Wijshagen
-,Hamont-Achel,-,02.01.1977,31.12.9999,Hamont-Achel
-,Hechtel-Eksel,-,02.01.1977,31.12.9999,Hechtel-Eksel
-,Houthalen-Helchteren,-,01.01.1977,31.12.9999,Houthalen-Helchteren
-,Meeuwen-Gruitrode,-,01.01.1977,31.12.2018,Meeuwen-Gruitrode
-,Dilsen-Stokkem,-,28.07.1987,31.12.9999,Dilsen-Stokkem
-,Alken,-,01.01.0001,31.12.9999,Alken
-,Batsheers,-,01.01.0001,24.06.1971,Batsheers
-,Berg (Limb.),-,01.01.0001,14.06.1972,Berg (Limb.)
-,Berlingen,-,01.01.0001,01.01.1977,Berlingen
-,Beverst,-,01.01.0001,02.01.1977,Beverst
-,Bilzen,-,01.01.0001,31.12.9999,Bilzen
-,Bommershoven,-,01.01.0001,02.01.1971,Bommershoven
-,Boorsem,-,01.01.0001,03.01.1977,Boorsem
Looz,Borgloon,Borgloon,01.01.0001,31.12.9999,Borgloon
-,Broekom,-,01.01.0001,07.03.1977,Broekom
Heur-le-Tiexhe,Diets-Heur,Diets-Heur,01.01.0001,02.01.1971,Diets-Heur
-,Eigenbilzen,-,01.01.0001,02.01.1977,Eigenbilzen
-,Eisden,-,01.01.0001,02.01.1971,Eisden
-,Gellik,-,01.01.0001,17.05.1977,Gellik
-,Genoelselderen,-,01.01.0001,02.08.1971,Genoelselderen
-,Gors-Opleeuw,-,01.01.0001,07.03.1977,Gors-Opleeuw
-,Gotem,-,01.01.0001,07.03.1977,Gotem
-,Groot-Loon,-,01.01.0001,07.03.1977,Groot-Loon
-,Grote-Spouwen,-,01.01.0001,19.03.1971,Grote-Spouwen
-,Guigoven,-,01.01.0001,21.04.1977,Guigoven
-,Gutschoven,-,01.01.0001,24.06.1971,Gutschoven
-,Heers,-,01.01.0001,31.12.9999,Heers
-,Hees,-,01.01.0001,01.01.1971,Hees
-,Heks,-,01.01.0001,03.01.1977,Heks
-,Hendrieken,-,01.01.0001,07.03.1977,Hendrieken
-,Henis,-,01.01.0001,14.06.1972,Henis
-,Herderen,-,01.01.0001,01.01.1977,Herderen
-,Herstappe,-,01.01.0001,31.12.9999,Herstappe
-,Herten,-,01.01.0001,01.01.1977,Herten
-,Hoelbeek,-,01.01.0001,02.01.1977,Hoelbeek
-,Hoepertingen,-,01.01.0001,07.03.1977,Hoepertingen
-,Hoeselt,-,01.01.0001,31.12.9999,Hoeselt
-,Horpmaal,-,01.01.0001,02.01.1971,Horpmaal
-,Jesseren,-,01.01.0001,02.01.1971,Jesseren
-,Kanne,-,01.01.0001,01.01.1977,Kanne
-,Kerniel,-,01.01.0001,07.03.1977,Kerniel
-,Kleine-Spouwen,-,01.01.0001,19.03.1971,Kleine-Spouwen
-,Klein-Gelmen,-,01.01.0001,05.01.1971,Klein-Gelmen
-,Koninksem,-,01.01.0001,14.06.1972,Koninksem
-,Kortessem,-,01.01.0001,31.12.9999,Kortessem
-,Kuttekoven,-,01.01.0001,07.03.1977,Kuttekoven
-,Lanaken,-,01.01.0001,31.12.9999,Lanaken
-,Lanklaar,-,01.01.0001,16.04.1971,Lanklaar
Lowaige,Lauw,Lauw,01.01.0001,03.01.1977,Lauw
-,Leut,-,01.01.0001,03.01.1977,Leut
-,Mal,-,01.01.0001,03.01.1977,Mal
-,Martenslinde,-,01.01.0001,02.01.1977,Martenslinde
-,Mechelen-aan-de-Maas,-,01.01.0001,02.01.1971,Mechelen-aan-de-Maas
Marlinne,Mechelen-Bovelingen,Mechelen-Bovelingen,01.01.0001,01.01.1971,Mechelen-Bovelingen
-,Meeswijk,-,01.01.0001,01.01.1971,Meeswijk
-,Membruggen,-,01.01.0001,02.08.1971,Membruggen
-,Mettekoven,-,01.01.0001,24.06.1971,Mettekoven
-,Millen,-,01.01.0001,01.01.1977,Millen
Mouland,Moelingen,-,01.01.0001,01.01.1977,Moelingen
-,Mopertingen,-,01.01.0001,02.01.1977,Mopertingen
-,Munsterbilzen,-,01.01.0001,02.01.1977,Munsterbilzen
-,Neerharen,-,01.01.0001,17.05.1977,Neerharen
-,Neerrepen,-,01.01.0001,14.06.1972,Neerrepen
-,Nerem,-,01.01.0001,03.01.1977,Nerem
-,Opgrimbie,-,01.01.0001,02.01.1971,Opgrimbie
-,Opheers,-,01.01.0001,24.06.1971,Opheers
-,Overrepen,-,01.01.0001,02.01.1971,Overrepen
-,Piringen,-,01.01.0001,02.01.1971,Piringen
-,Rekem,-,01.01.0001,17.05.1977,Rekem
-,Remersdaal,-,01.01.0001,01.01.1977,Remersdaal
-,Riemst,-,01.01.0001,31.12.9999,Riemst
-,Rijkel,-,01.01.0001,07.03.1977,Rijkel
-,Rijkhoven,-,01.01.0001,19.03.1971,Rijkhoven
-,Riksingen,-,01.01.0001,14.06.1972,Riksingen
-,Romershoven,-,01.01.0001,19.06.1971,Romershoven
-,Rosmeer,-,01.01.0001,01.01.1971,Rosmeer
Roclenge-Looz,Rukkelingen-Loon,Rukkelingen-Loon,01.01.0001,01.01.1971,Rukkelingen-Loon
Russon,Rutten,Rutten,01.01.0001,03.01.1977,Rutten
-,Schalkhoven,-,01.01.0001,02.01.1977,Schalkhoven
Fouron-le-Comte,s Gravenvoeren,-,01.01.0001,01.01.1977,s Gravenvoeren
-,s Herenelderen,-,01.01.0001,02.08.1971,s Herenelderen
-,Sint-Huibrechts-Hern,-,01.01.0001,02.01.1977,Sint-Huibrechts-Hern
Fouron-St-Martin,Sint-Martens-Voeren,-,01.01.0001,01.01.1977,Sint-Martens-Voeren
Fouron-St-Pierre,Sint-Pieters-Voeren,-,01.01.0001,01.01.1977,Sint-Pieters-Voeren
Sluse,Sluizen,Sluizen,01.01.0001,03.01.1977,Sluizen
-,Stokkem,-,01.01.0001,16.04.1971,Stokkem
-,Teuven,-,01.01.0001,01.01.1977,Teuven
Tongres,Tongeren,Tongeren,01.01.0001,31.12.9999,Tongeren
-,Uikhoven,-,01.01.0001,03.01.1977,Uikhoven
-,Ulbeek,-,01.01.0001,01.01.1977,Ulbeek
-,Val-Meer,-,01.01.0001,01.01.1977,Val-Meer
-,Vechmaal,-,01.01.0001,02.01.1971,Vechmaal
-,Veldwezelt,-,01.01.0001,17.05.1977,Veldwezelt
Fologne,Veulen,Veulen,01.01.0001,24.06.1971,Veulen
-,Vliermaal,-,01.01.0001,21.04.1977,Vliermaal
-,Vliermaalroot,-,01.01.0001,21.04.1977,Vliermaalroot
-,Vlijtingen,-,01.01.0001,01.01.1977,Vlijtingen
-,Voort,-,01.01.0001,07.03.1977,Voort
-,Vreren,-,01.01.0001,03.01.1977,Vreren
-,Vroenhoven,-,01.01.0001,01.01.1977,Vroenhoven
-,Vucht,-,01.01.0001,02.01.1971,Vucht
-,Waltwilder,-,01.01.0001,02.01.1977,Waltwilder
-,Wellen,-,01.01.0001,31.12.9999,Wellen
-,Werm,-,01.01.0001,19.06.1971,Werm
-,Widooie,-,01.01.0001,02.01.1971,Widooie
-,Wintershoven,-,01.01.0001,21.04.1977,Wintershoven
-,Zichen-Zussen-Bolder,-,01.01.0001,01.01.1977,Zichen-Zussen-Bolder
-,Bovelingen,-,01.01.1971,03.01.1977,Bovelingen
-,Elderen,-,02.08.1971,03.01.1977,Elderen
-,Haren,-,02.01.1971,07.03.1977,Haren
-,Kolmont,-,02.01.1971,07.03.1977,Kolmont
-,Maasmechelen,-,02.01.1971,31.12.9999,Maasmechelen
-,Spouwen,-,19.03.1971,02.01.1977,Spouwen
Fourons,Voeren,-,01.01.1977,31.12.9999,Voeren
Pr.Luxembourg,Pr.Luxemburg,Pr.Luxemburg,01.01.0001,31.12.9999,Pr.Luxemburg
Arlon,Aarlen,-,01.01.0001,31.12.9999,Aarlen
Athus,-,-,01.01.0001,01.01.1977,Athus
Attert,-,-,01.01.0001,31.12.9999,Attert
Aubange,-,-,01.01.0001,31.12.9999,Aubange
Autelbas,-,-,01.01.0001,02.01.1977,Autelbas
Bonnert,-,-,01.01.0001,02.01.1977,Bonnert
Guirsch,-,-,01.01.0001,02.01.1977,Guirsch
Habergy,-,-,01.01.0001,02.01.1977,Habergy
Hachy,-,-,01.01.0001,03.01.1977,Hachy
Halanzy,-,-,01.01.0001,01.01.1977,Halanzy
Heinsch,-,-,01.01.0001,02.01.1977,Heinsch
Hondelange,-,-,01.01.0001,02.01.1977,Hondelange
Martelange,-,-,01.01.0001,31.12.9999,Martelange
Meix-le-Tige,-,-,01.01.0001,01.01.1977,Meix-le-Tige
Messancy,-,-,01.01.0001,31.12.9999,Messancy
Nobressart,-,-,01.01.0001,01.01.1977,Nobressart
Nothomb,-,-,01.01.0001,01.01.1977,Nothomb
Rachecourt,-,-,01.01.0001,01.01.1977,Rachecourt
Selange,-,-,01.01.0001,02.01.1977,Selange
Thiaumont,-,-,01.01.0001,01.01.1977,Thiaumont
Toernich,-,-,01.01.0001,02.01.1977,Toernich
Tontelange,-,-,01.01.0001,01.01.1977,Tontelange
Wolkrange,-,-,01.01.0001,02.01.1977,Wolkrange
Amberloup,-,-,01.01.0001,03.01.1977,Amberloup
Arbrefontaine,-,-,01.01.0001,02.01.1977,Arbrefontaine
Bastogne,Bastenaken,-,01.01.0001,31.12.9999,Bastenaken
Beho,-,-,01.01.0001,02.01.1977,Beho
Bertogne,-,-,01.01.0001,31.12.9999,Bertogne
Bihain,-,-,01.01.0001,02.01.1977,Bihain
Bovigny,-,-,01.01.0001,02.01.1977,Bovigny
Cherain,-,-,01.01.0001,02.01.1977,Cherain
Fauvillers,-,-,01.01.0001,31.12.9999,Fauvillers
Flamierge,-,-,01.01.0001,03.01.1977,Flamierge
Grand-Halleux,-,-,01.01.0001,02.01.1977,Grand-Halleux
Hollange,-,-,01.01.0001,03.01.1977,Hollange
Hompré,-,-,01.01.0001,03.01.1977,Hompré
Houffalize,-,-,01.01.0001,31.12.9999,Houffalize
Limerlé,-,-,01.01.0001,02.01.1977,Limerlé
Longchamps (lez-Bastogne),-,-,01.01.0001,03.01.1977,Longchamps (lez-Bastogne)
Longvilly,-,-,01.01.0001,03.01.1977,Longvilly
Mabompré,-,-,01.01.0001,01.01.1977,Mabompré
Mont (Lux.),-,-,01.01.0001,01.01.1977,Mont (Lux.)
Montleban,-,-,01.01.0001,02.01.1977,Montleban
Morhet,-,-,01.01.0001,02.01.1971,Morhet
Nadrin,-,-,01.01.0001,01.01.1977,Nadrin
Nives,-,-,01.01.0001,02.01.1971,Nives
Noville (lez-Bastogne),-,-,01.01.0001,03.01.1977,Noville (lez-Bastogne)
Petit-Thier,-,-,01.01.0001,02.01.1977,Petit-Thier
Sibret,-,-,01.01.0001,03.01.1977,Sibret
Tailles,-,-,01.01.0001,01.01.1977,Tailles
Tavigny,-,-,01.01.0001,01.01.1977,Tavigny
Tillet,-,-,01.01.0001,03.01.1977,Tillet
Tintange,-,-,01.01.0001,03.01.1977,Tintange
Vaux-lez-Rosières,-,-,01.01.0001,02.01.1971,Vaux-lez-Rosières
Vielsalm,-,-,01.01.0001,31.12.9999,Vielsalm
Villers-la-Bonne-Eau,-,-,01.01.0001,03.01.1977,Villers-la-Bonne-Eau
Wardin,-,-,01.01.0001,03.01.1977,Wardin
Wibrin,-,-,01.01.0001,01.01.1977,Wibrin
Vaux-sur-Sûre,-,-,02.01.1971,31.12.9999,Vaux-sur-Sûre
Gouvy,-,-,02.01.1977,31.12.9999,Gouvy
Sainte-Ode,-,-,03.01.1977,31.12.9999,Sainte-Ode
Amonines,-,-,01.01.0001,02.01.1977,Amonines
Aye,-,-,01.01.0001,03.01.1977,Aye
Bande,-,-,01.01.0001,03.01.1977,Bande
Barvaux (lez-Durbuy),-,-,01.01.0001,02.01.1977,Barvaux (lez-Durbuy)
Beausaint,-,-,01.01.0001,03.01.1977,Beausaint
Beffe,-,-,01.01.0001,02.01.1977,Beffe
Bende,-,-,01.01.0001,02.01.1977,Bende
Bomal (sur Ourthe),-,-,01.01.0001,02.01.1977,Bomal (sur Ourthe)
Borlon,-,-,01.01.0001,02.01.1977,Borlon
Champlon,-,-,01.01.0001,01.01.1977,Champlon
Dochamps,-,-,01.01.0001,03.01.1977,Dochamps
Durbuy,-,-,01.01.0001,31.12.9999,Durbuy
Erezée,-,-,01.01.0001,31.12.9999,Erezée
Erneuville,-,-,01.01.0001,01.01.1977,Erneuville
Forrières,-,-,01.01.0001,03.01.1977,Forrières
Grandhan,-,-,01.01.0001,03.01.1977,Grandhan
Grandmenil,-,-,01.01.0001,03.01.1977,Grandmenil
Grune,-,-,01.01.0001,03.01.1977,Grune
Grupont,-,-,01.01.0001,03.01.1977,Grupont
Halleux,-,-,01.01.0001,03.01.1977,Halleux
Hampteau,-,-,01.01.0001,02.01.1977,Hampteau
Hargimont,-,-,01.01.0001,03.01.1977,Hargimont
Harre,-,-,01.01.0001,03.01.1977,Harre
Harsin,-,-,01.01.0001,03.01.1977,Harsin
Heyd,-,-,01.01.0001,02.01.1977,Heyd
Hives,-,-,01.01.0001,03.01.1977,Hives
Hodister,-,-,01.01.0001,02.01.1977,Hodister
Hotton,-,-,01.01.0001,31.12.9999,Hotton
Humain,-,-,01.01.0001,03.01.1977,Humain
Izier,-,-,01.01.0001,02.01.1977,Izier
La Roche-en-Ardenne,-,-,01.01.0001,31.12.9999,La Roche-en-Ardenne
Lesterny,-,-,01.01.0001,03.01.1977,Lesterny
Malempré,-,-,01.01.0001,03.01.1977,Malempré
Marche-en-Famenne,-,-,01.01.0001,31.12.9999,Marche-en-Famenne
Marcourt,-,-,01.01.0001,03.01.1977,Marcourt
Marenne,-,-,01.01.0001,03.01.1977,Marenne
Masbourg,-,-,01.01.0001,03.01.1977,Masbourg
Mormont,-,-,01.01.0001,02.01.1977,Mormont
My,-,-,01.01.0001,03.01.1977,My
Nassogne,-,-,01.01.0001,31.12.9999,Nassogne
Odeigne,-,-,01.01.0001,03.01.1977,Odeigne
On,-,-,01.01.0001,03.01.1977,On
Ortho,-,-,01.01.0001,03.01.1977,Ortho
Rendeux,-,-,01.01.0001,31.12.9999,Rendeux
Roy,-,-,01.01.0001,03.01.1977,Roy
Samrée,-,-,01.01.0001,03.01.1977,Samrée
Septon,-,-,01.01.0001,02.01.1977,Septon
Soy,-,-,01.01.0001,02.01.1977,Soy
Tenneville,-,-,01.01.0001,31.12.9999,Tenneville
Tohogne,-,-,01.01.0001,02.01.1977,Tohogne
Vaux-Chavanne,-,-,01.01.0001,03.01.1977,Vaux-Chavanne
Villers-Sainte-Gertrude,-,-,01.01.0001,02.01.1977,Villers-Sainte-Gertrude
Waha,-,-,01.01.0001,03.01.1977,Waha
Wéris,-,-,01.01.0001,02.01.1977,Wéris
Manhay,-,-,03.01.1977,31.12.9999,Manhay
Anlier,-,-,01.01.0001,03.01.1977,Anlier
Anloy,-,-,01.01.0001,02.01.1977,Anloy
Arville,-,-,01.01.0001,03.01.1977,Arville
Assenois,-,-,01.01.0001,16.05.1977,Assenois
Auby-sur-Semois,-,-,01.01.0001,02.01.1977,Auby-sur-Semois
Awenne,-,-,01.01.0001,03.01.1977,Awenne
Bagimont,-,-,01.01.0001,01.01.1965,Bagimont
Bellevaux (Lux.),-,-,01.01.0001,03.01.1977,Bellevaux (Lux.)
Bertrix,-,-,01.01.0001,31.12.9999,Bertrix
Bouillon,-,-,01.01.0001,31.12.9999,Bouillon
Bras,-,-,01.01.0001,02.01.1977,Bras
Carlsbourg,-,-,01.01.0001,02.01.1977,Carlsbourg
Chanly,-,-,01.01.0001,03.01.1977,Chanly
Corbion,-,-,01.01.0001,03.01.1977,Corbion
Cugnon,-,-,01.01.0001,02.01.1977,Cugnon
Daverdisse,-,-,01.01.0001,31.12.9999,Daverdisse
Dohan,-,-,01.01.0001,03.01.1977,Dohan
Ebly,-,-,01.01.0001,03.01.1977,Ebly
Fays-les-Veneurs,-,-,01.01.0001,02.01.1977,Fays-les-Veneurs
Framont,-,-,01.01.0001,02.01.1977,Framont
Freux,-,-,01.01.0001,02.01.1977,Freux
Gembes,-,-,01.01.0001,03.01.1977,Gembes
Grandvoir,-,-,01.01.0001,16.05.1977,Grandvoir
Grapfontaine,-,-,01.01.0001,16.05.1977,Grapfontaine
Halma,-,-,01.01.0001,03.01.1977,Halma
Hamipré,-,-,01.01.0001,16.05.1977,Hamipré
Hatrival,-,-,01.01.0001,03.01.1977,Hatrival
Haut-Fays,-,-,01.01.0001,03.01.1977,Haut-Fays
Herbeumont,-,-,01.01.0001,31.12.9999,Herbeumont
Jehonville,-,-,01.01.0001,02.01.1977,Jehonville
Juseret,-,-,01.01.0001,03.01.1977,Juseret
Lavacherie,-,-,01.01.0001,03.01.1977,Lavacherie
Léglise,-,-,01.01.0001,31.12.9999,Léglise
Les Hayons,-,-,01.01.0001,03.01.1977,Les Hayons
Libin,-,-,01.01.0001,31.12.9999,Libin
Libramont,-,-,01.01.0001,02.01.1977,Libramont
Lomprez,-,-,01.01.0001,03.01.1977,Lomprez
Longlier,-,-,01.01.0001,16.05.1977,Longlier
Maissin,-,-,01.01.0001,02.01.1977,Maissin
Mellier,-,-,01.01.0001,03.01.1977,Mellier
Mirwart,-,-,01.01.0001,03.01.1977,Mirwart
Moircy,-,-,01.01.0001,02.01.1977,Moircy
Neufchâteau,-,-,01.01.0001,31.12.9999,Neufchâteau
Noirefontaine,-,-,01.01.0001,03.01.1977,Noirefontaine
Nollevaux,-,-,01.01.0001,02.01.1977,Nollevaux
Ochamps,-,-,01.01.0001,02.01.1977,Ochamps
Offagne,-,-,01.01.0001,02.01.1977,Offagne
Opont,-,-,01.01.0001,02.01.1977,Opont
Orgeo,-,-,01.01.0001,02.01.1977,Orgeo
Paliseul,-,-,01.01.0001,31.12.9999,Paliseul
Porcheresse,-,-,01.01.0001,03.01.1977,Porcheresse
Poupehan,-,-,01.01.0001,03.01.1977,Poupehan
Pussemange,-,-,01.01.0001,01.01.1965,Pussemange
Recogne,-,-,01.01.0001,02.01.1977,Recogne
Redu,-,-,01.01.0001,02.01.1977,Redu
Remagne,-,-,01.01.0001,02.01.1977,Remagne
Rochehaut,-,-,01.01.0001,03.01.1977,Rochehaut
Sainte-Marie-Chevigny,-,-,01.01.0001,02.01.1977,Sainte-Marie-Chevigny
Saint-Hubert,-,-,01.01.0001,31.12.9999,Saint-Hubert
Saint-Médard,-,-,01.01.0001,03.01.1977,Saint-Médard
Saint-Pierre,-,-,01.01.0001,02.01.1977,Saint-Pierre
Sensenruth,-,-,01.01.0001,03.01.1977,Sensenruth
Smuid,-,-,01.01.0001,03.01.1977,Smuid
Sohier,-,-,01.01.0001,03.01.1977,Sohier
Straimont,-,-,01.01.0001,03.01.1977,Straimont
Sugny,-,-,01.01.0001,01.02.1977,Sugny
Suxy,-,-,01.01.0001,03.01.1977,Suxy
Tellin,-,-,01.01.0001,31.12.9999,Tellin
Tournay,-,-,01.01.0001,16.05.1977,Tournay
Transinne,-,-,01.01.0001,02.01.1977,Transinne
Ucimont,-,-,01.01.0001,03.01.1977,Ucimont
Vesqueville,-,-,01.01.0001,03.01.1977,Vesqueville
Villance,-,-,01.01.0001,02.01.1977,Villance
Vivy,-,-,01.01.0001,03.01.1977,Vivy
Wellin,-,-,01.01.0001,31.12.9999,Wellin
Witry,-,-,01.01.0001,03.01.1977,Witry
Libramont-Chevigny,-,-,02.01.1977,31.12.9999,Libramont-Chevigny
Bellefontaine (lez-Etalle),-,-,01.01.0001,02.01.1977,Bellefontaine (lez-Etalle)
Bleid,-,-,01.01.0001,02.01.1977,Bleid
Buzenol,-,-,01.01.0001,03.01.1977,Buzenol
Chantemelle,-,-,01.01.0001,03.01.1977,Chantemelle
Chassepierre,-,-,01.01.0001,02.01.1977,Chassepierre
Châtillon,-,-,01.01.0001,01.01.1977,Châtillon
Chiny,-,-,01.01.0001,31.12.9999,Chiny
Dampicourt,-,-,01.01.0001,03.01.1977,Dampicourt
Etalle,-,-,01.01.0001,31.12.9999,Etalle
Ethe,-,-,01.01.0001,02.01.1977,Ethe
Florenville,-,-,01.01.0001,31.12.9999,Florenville
Fontenoille,-,-,01.01.0001,02.01.1977,Fontenoille
Gérouville,-,-,01.01.0001,03.01.1977,Gérouville
Habay-la-Neuve,-,-,01.01.0001,03.01.1977,Habay-la-Neuve
Habay-la-Vieille,-,-,01.01.0001,03.01.1977,Habay-la-Vieille
Harnoncourt,-,-,01.01.0001,03.01.1977,Harnoncourt
Houdemont,-,-,01.01.0001,03.01.1977,Houdemont
Izel,-,-,01.01.0001,03.01.1977,Izel
Jamoigne,-,-,01.01.0001,03.01.1977,Jamoigne
Lacuisine,-,-,01.01.0001,02.01.1977,Lacuisine
Lamorteau,-,-,01.01.0001,03.01.1977,Lamorteau
Latour,-,-,01.01.0001,02.01.1977,Latour
Les Bulles,-,-,01.01.0001,03.01.1977,Les Bulles
Meix-devant-Virton,-,-,01.01.0001,31.12.9999,Meix-devant-Virton
Muno,-,-,01.01.0001,02.01.1977,Muno
Musson,-,-,01.01.0001,31.12.9999,Musson
Mussy-la-Ville,-,-,01.01.0001,02.01.1977,Mussy-la-Ville
Robelmont,-,-,01.01.0001,03.01.1977,Robelmont
Rossignol,-,-,01.01.0001,02.01.1977,Rossignol
Ruette,-,-,01.01.0001,02.01.1977,Ruette
Rulles,-,-,01.01.0001,03.01.1977,Rulles
Sainte-Cécile,-,-,01.01.0001,02.01.1977,Sainte-Cécile
Sainte-Marie (sur-Semois),-,-,01.01.0001,03.01.1977,Sainte-Marie (sur-Semois)
Saint-Léger (Lux.),-,-,01.01.0001,31.12.9999,Saint-Léger (Lux.)
Saint-Mard,-,-,01.01.0001,02.01.1977,Saint-Mard
Saint-Vincent,-,-,01.01.0001,02.01.1977,Saint-Vincent
Sommethonne,-,-,01.01.0001,03.01.1977,Sommethonne
Termes,-,-,01.01.0001,03.01.1977,Termes
Tintigny,-,-,01.01.0001,31.12.9999,Tintigny
Torgny,-,-,01.01.0001,03.01.1977,Torgny
Vance,-,-,01.01.0001,03.01.1977,Vance
Villers-devant-Orval,-,-,01.01.0001,02.01.1977,Villers-devant-Orval
Villers-la-Loue,-,-,01.01.0001,03.01.1977,Villers-la-Loue
Villers-sur-Semois,-,-,01.01.0001,03.01.1977,Villers-sur-Semois
Virton,-,-,01.01.0001,31.12.9999,Virton
Habay,-,-,03.01.1977,31.12.9999,Habay
Rouvroy,-,-,03.01.1977,31.12.9999,Rouvroy
Pr.Namur,Pr.Namen,Pr.Namur,01.01.0001,31.12.9999,Pr.Namen
Achêne,-,-,01.01.0001,02.01.1977,Achêne
Achet,-,-,01.01.0001,29.01.1977,Achet
Alle,-,-,01.01.0001,01.02.1977,Alle
Ambly,-,-,01.01.0001,03.01.1977,Ambly
Anhée,-,-,01.01.0001,31.12.9999,Anhée
Annevoie-Rouillon,-,-,01.01.0001,02.01.1977,Annevoie-Rouillon
Anseremme,-,-,01.01.0001,04.01.1965,Anseremme
Ave-et-Auffe,-,-,01.01.0001,01.01.1977,Ave-et-Auffe
Baillamont,-,-,01.01.0001,02.01.1965,Baillamont
Baillonville,-,-,01.01.0001,03.01.1977,Baillonville
Baronville,-,-,01.01.0001,31.01.1977,Baronville
Barvaux-Condroz,-,-,01.01.0001,02.01.1977,Barvaux-Condroz
Beauraing,-,-,01.01.0001,31.12.9999,Beauraing
Bellefontaine,-,-,01.01.0001,05.01.1965,Bellefontaine
Bièvre,-,-,01.01.0001,31.12.9999,Bièvre
Bioul,-,-,01.01.0001,02.01.1977,Bioul
Blaimont,-,-,01.01.0001,03.01.1977,Blaimont
Bohan,-,-,01.01.0001,01.02.1977,Bohan
Bonsin,-,-,01.01.0001,03.01.1977,Bonsin
Bourseigne-Neuve,-,-,01.01.0001,03.01.1977,Bourseigne-Neuve
Bourseigne-Vieille,-,-,01.01.0001,03.01.1977,Bourseigne-Vieille
Bouvignes-sur-Meuse,-,-,01.01.0001,04.01.1965,Bouvignes-sur-Meuse
Braibant,-,-,01.01.0001,02.01.1977,Braibant
Buissonville,-,-,01.01.0001,01.01.1977,Buissonville
Bure,-,-,01.01.0001,03.01.1977,Bure
Celles (lez-Dinant),-,-,01.01.0001,02.01.1977,Celles (lez-Dinant)
Chairière,-,-,01.01.0001,04.01.1965,Chairière
Chevetogne,-,-,01.01.0001,02.01.1977,Chevetogne
Ciergnon,-,-,01.01.0001,02.01.1977,Ciergnon
Ciney,-,-,01.01.0001,31.12.9999,Ciney
Conneux,-,-,01.01.0001,02.01.1977,Conneux
Cornimont,-,-,01.01.0001,02.01.1965,Cornimont
Custinne,-,-,01.01.0001,02.01.1977,Custinne
Dinant,-,-,01.01.0001,31.12.9999,Dinant
Dion,-,-,01.01.0001,31.01.1977,Dion
Dorinne,-,-,01.01.0001,01.01.1977,Dorinne
Dréhance,-,-,01.01.0001,04.01.1965,Dréhance
Durnal,-,-,01.01.0001,01.01.1977,Durnal
Emptinne,-,-,01.01.0001,29.01.1977,Emptinne
Eprave,-,-,01.01.0001,01.01.1977,Eprave
Evrehailles,-,-,01.01.0001,29.01.1965,Evrehailles
Falaën,-,-,01.01.0001,01.01.1977,Falaën
Falmagne,-,-,01.01.0001,02.01.1977,Falmagne
Falmignoul,-,-,01.01.0001,02.01.1977,Falmignoul
Felenne,-,-,01.01.0001,31.01.1977,Felenne
Feschaux,-,-,01.01.0001,31.01.1977,Feschaux
Finnevaux,-,-,01.01.0001,02.01.1977,Finnevaux
Flostoy,-,-,01.01.0001,02.01.1977,Flostoy
Focant,-,-,01.01.0001,31.01.1977,Focant
Foy-Notre-Dame,-,-,01.01.0001,02.01.1977,Foy-Notre-Dame
Froidfontaine,-,-,01.01.0001,31.01.1977,Froidfontaine
Fronville,-,-,01.01.0001,02.01.1977,Fronville
Furfooz,-,-,01.01.0001,02.01.1977,Furfooz
Gedinne,-,-,01.01.0001,31.12.9999,Gedinne
Gerin,-,-,01.01.0001,01.01.1977,Gerin
Godinne,-,-,01.01.0001,01.01.1977,Godinne
