ID,Name,Habitants,Index,Acreage,HabitantsPerSquareKm,ProsperityIndex,Province,Latitude,Longitude,BoundingBox,Frans,Nederlands,Duits,Begin,Einde,geojson_name
419,Fernelmont,8032,128.0,65.61,122,110.0,Namen,50.548118,4.9746742,"['50.5047369', '50.61848', '4.9170228', '5.0543397']",Fernelmont,-,-,03.01.1977,31.12.9999,Fernelmont
420,Oostrozebeke,7932,179.0,16.62,477,97.9,West-Vlaanderen,50.93434535,3.34682063729963,"['50.9042862', '50.9643942', '3.2861131', '3.3762465']",-,Oostrozebeke,-,01.01.0001,31.12.9999,Oostrozebeke
421,Heuvelland,7909,76.0,94.24,84,89.2,West-Vlaanderen,50.773569,2.8326917000000003,"['50.7082562', '50.8273233', '2.7130028', '2.9605015']",-,Heuvelland,-,01.01.1977,31.12.9999,Heuvelland
422,Kortenaken,7875,214.0,49.06,161,108.7,Vlaams-Brabant,50.906611,5.062293700000001,"['50.8455559', '50.9325932', '4.9692098', '5.0922359']",-,Kortenaken,-,01.01.0001,31.12.9999,Kortenaken
423,Vorselaar,7861,441.0,27.62,285,108.1,Antwerpen,51.2023448,4.769482,"['51.1828762', '51.251216', '4.7261355', '4.8358337']",-,Vorselaar,-,01.01.0001,31.12.9999,Vorselaar
424,Langemark-Poelkapelle,7819,119.0,52.53,149,93.5,West-Vlaanderen,50.9122567,2.9338634999999997,"['50.8683377', '50.9572901', '2.8434458', '2.9898722']",-,Langemark-Poelkapelle,-,01.01.1977,31.12.9999,Langemark-Poelkapelle
425,Vielsalm,7814,144.0,139.76,56,88.5,Luxemburg,50.2883685,5.917018700000001,"['50.2189131', '50.3484019', '5.709754', '6.0172839']",Vielsalm,-,-,01.01.0001,31.12.9999,Vielsalm
426,Mont-Saint-Guibert,7771,359.0,18.63,417,116.4,Waals-Brabant,50.6365628,4.6127019,"['50.6068792', '50.6631573', '4.5888876', '4.6676332']",Mont-Saint-Guibert,-,-,01.01.0001,31.12.9999,Mont-Saint-Guibert
427,Wachtebeke,7771,186.0,34.53,225,108.2,Oost-Vlaanderen,51.1701927,3.8574284,"['51.1440082', '51.2230191', '3.828959', '3.922068']",-,Wachtebeke,-,01.01.0001,31.12.9999,Wachtebeke
428,Estinnes,7765,116.0,72.73,107,96.4,Henegouwen,50.39767020000001,4.0975758,"['50.3298029', '50.4304898', '4.0273966', '4.1856164']",Estinnes,-,-,01.01.2019,31.12.9999,Estinnes
429,Neufchâteau,7699,214.0,113.79,68,94.1,Luxemburg,49.8404652,5.4355332999999995,"['49.7790702', '49.9041382', '5.3130452', '5.5293253']",Neufchâteau,-,-,01.01.0001,31.12.9999,Neufchâteau
430,Antoing,7687,93.0,31.13,247,86.1,Henegouwen,50.5659549,3.4511246,"['50.5276525', '50.5875989', '3.4080817', '3.5285762']",Antoing,-,-,01.01.0001,31.12.9999,Antoing
431,Chastre,7647,193.0,31.27,245,114.1,Waals-Brabant,50.61038129999999,4.6441773,"['50.5602292', '50.6312703', '4.5732978', '4.6730429']",Chastre,-,-,02.01.1977,31.12.9999,Chastre
432,Weismes,7425,147.0,96.93,77,90.4,Luik,50.414913399999996,6.111754299999999,"['50.3741838', '50.5704209', '6.0625765', '6.1983499']",Waimes,Weismes,-,01.01.0001,31.12.9999,Waimes#Weismes
433,Dalhem,7408,119.0,36.06,205,110.6,Luik,50.7139302,5.7229816,"['50.6810603', '50.7554724', '5.7014815', '5.8187135']",Dalhem,-,-,01.01.0001,31.12.9999,Dalhem
434,Heers,7391,159.0,53.07,139,100.6,Limburg,50.74724685,5.3049340396035305,"['50.7282758', '50.76619', '5.271167', '5.3386044']",-,Heers,-,01.01.0001,31.12.9999,Heers
435,Wellen,7372,235.0,26.72,276,105.4,Limburg,50.8414946,5.337092,"['50.8118344', '50.8675951', '5.2647776', '5.372242']",-,Wellen,-,01.01.0001,31.12.9999,Wellen
436,Hamois,7357,190.0,76.42,96,100.0,Namen,50.340869399999995,5.1594475,"['50.290501', '50.3835677', '5.0241833', '5.2381488']",Hamois,-,-,01.01.0001,31.12.9999,Hamois
437,Terhulpen,7343,446.0,15.6,471,124.0,Waals-Brabant,50.7313729,4.4893987,"['50.7156773', '50.7567934', '4.4238853', '4.5125513']",La Hulpe,Terhulpen,-,01.01.0001,31.12.9999,La Hulpe
438,Zutendaal,7289,785.0,32.07,227,105.4,Limburg,50.931899200000004,5.5725548,"['50.8951037', '50.9773424', '5.528967', '5.614382']",-,Zutendaal,-,01.01.0001,31.12.9999,Zutendaal
439,Linter,7269,172.0,36.37,200,110.6,Vlaams-Brabant,50.8291537,5.0409717,"['50.7760443', '50.8684186', '4.992163', '5.093822']",-,Linter,-,01.04.1972,31.12.9999,Linter
440,Bevekom,7243,145.0,38.58,188,119.1,Waals-Brabant,50.7808981,4.7717304,"['50.7395819', '50.807388', '4.6979895', '4.8385692']",Beauvechain,Bevekom,-,01.01.0001,31.12.9999,Beauvechain
441,Gesves,7202,137.0,64.92,111,109.0,Namen,50.4028535,5.077617500000001,"['50.3731307', '50.4625565', '4.9595188', '5.1451145']",Gesves,-,-,01.01.0001,31.12.9999,Gesves
442,Walhain,7187,154.0,37.94,189,122.3,Waals-Brabant,50.618010600000005,4.6953383,"['50.5942407', '50.6653424', '4.625939', '4.746397']",Walhain,-,-,03.01.1977,31.12.9999,Walhain
443,Stavelot,7169,148.0,85.07,84,95.1,Luik,50.3940846,5.9308362,"['50.3353909', '50.4962665', '5.8512361', '6.0295328']",Stavelot,-,-,01.01.0001,31.12.9999,Stavelot
444,Beaumont,7124,100.0,92.97,77,90.6,Henegouwen,50.2355294,4.2383115,"['50.158939', '50.2949336', '4.1651497', '4.345648']",Beaumont,-,-,01.01.0001,31.12.9999,Beaumont
445,Anhée,7046,170.0,65.67,107,93.8,Namen,50.3101511,4.8776042,"['50.2800985', '50.3617486', '4.7262988', '4.8968352']",Anhée,-,-,01.01.0001,31.12.9999,Anhée
446,Assesse,7032,177.0,78.16,90,109.2,Namen,50.3718261,5.021763900000001,"['50.3329602', '50.418499', '4.8958345', '5.1005042']",Assesse,-,-,01.01.0001,31.12.9999,Assesse
447,Nieuwerkerken,6947,324.0,22.46,309,105.0,Limburg,50.8653633,5.193901400000001,"['50.8517389', '50.9103181', '5.1484262', '5.2635955']",,,,,,Nieuwerkerken
448,Chièvres,6916,103.0,46.91,147,96.4,Henegouwen,50.5879821,3.8056885,"['50.5264911', '50.6137828', '3.7139038', '3.8373399']",Chièvres,-,-,01.01.0001,31.12.9999,Chièvres
449,Itter,6889,158.0,34.92,197,113.9,Waals-Brabant,50.6501961,4.2637077,"['50.613202', '50.6793929', '4.1968833', '4.3244563']",Ittre,Itter,-,01.01.0001,31.12.9999,Ittre
450,Hoegaarden,6886,154.0,33.93,203,121.1,Vlaams-Brabant,50.7877912,4.8811419361400405,"['50.7627503', '50.8130003', '4.8310571', '4.9242925']",-,Hoegaarden,-,01.01.0001,31.12.9999,Hoegaarden
451,Hensies,6828,119.0,25.99,263,84.4,Henegouwen,50.4328388,3.6847214999999998,"['50.4120377', '50.4639986', '3.6555184', '3.7815346']",Hensies,-,-,01.01.0001,31.12.9999,Hensies
452,Quiévrain,6822,163.0,21.22,321,80.6,Henegouwen,50.4048739,3.6829049,"['50.3700563', '50.4223235', '3.6686516', '3.7440581']",Quiévrain,-,-,01.01.0001,31.12.9999,Quiévrain
453,Saint-Georges-sur-Meuse,6803,150.0,20.9,326,98.0,Luik,50.6000686,5.3579041,"['50.560679', '50.6334217', '5.3261449', '5.3944402']",Saint-Georges-sur-Meuse,-,-,01.01.0001,31.12.9999,Saint-Georges-sur-Meuse
454,Sint-Laureins,6783,86.0,74.5,91,105.2,Oost-Vlaanderen,51.241704799999994,3.5238417999999996,"['51.215518', '51.3059465', '3.4757354', '3.6869963']",-,Sint-Laureins,-,01.01.0001,31.12.9999,Sint-Laureins
455,Pittem,6738,89.0,34.42,196,99.0,West-Vlaanderen,50.99996475,3.2622730034453196,"['50.9644605', '51.0354086', '3.2219183', '3.3122758']",-,Pittem,-,01.01.0001,31.12.9999,Pittem
456,Herne,6665,84.0,44.63,149,118.3,Vlaams-Brabant,50.72329555,4.02601156634966,"['50.6943943', '50.7520021', '3.975087', '4.0795995']",-,Herne,-,01.01.0001,31.12.9999,Herne
457,Lierde,6616,122.0,26.13,253,112.2,Oost-Vlaanderen,50.815045,3.8249605000000004,"['50.7747334', '50.8382329', '3.783599', '3.882284']",-,Lierde,-,01.01.1977,31.12.9999,Lierde
458,Ramillies,6522,112.0,48.68,134,108.5,Waals-Brabant,50.636689200000006,4.9148994,"['50.615053', '50.7039533', '4.8306039', '4.9409716']",Ramillies,-,-,02.01.1977,31.12.9999,Ramillies
459,Villers-le-Bouillet,6496,150.0,32.71,199,104.0,Luik,50.5750242,5.2619239,"['50.5513311', '50.62979', '5.189631', '5.2973896']",Villers-le-Bouillet,-,-,01.01.0001,31.12.9999,Villers-le-Bouillet
460,Kluisbergen,6488,82.0,30.38,214,106.8,Oost-Vlaanderen,50.77829860000001,3.5212498,"['50.757684', '50.8112614', '3.4589203', '3.5877963']",-,Kluisbergen,-,01.01.1971,31.12.9999,Kluisbergen
461,Moerbeke,6481,162.0,37.8,171,112.3,Oost-Vlaanderen,51.1742698,3.9446436,"['51.1367202', '51.2254125', '3.901782', '3.9986576']",,,,,,Moerbeke
462,Kaprijke,6434,95.0,33.71,191,109.2,Oost-Vlaanderen,51.2185075,3.6190769,"['51.1676409', '51.2494005', '3.574743', '3.6652653']",-,Kaprijke,-,01.01.0001,31.12.9999,Kaprijke
463,Wortegem-Petegem,6397,69.0,41.96,152,116.2,Oost-Vlaanderen,50.8485315,3.5375547,"['50.8054577', '50.8867158', '3.4513195', '3.5893702']",-,Wortegem-Petegem,-,01.10.1971,31.12.9999,Wortegem-Petegem
464,Braives,6375,126.0,44.0,145,105.7,Luik,50.6300711,5.1435257000000005,"['50.570867', '50.6493565', '5.0805811', '5.209714']",Braives,-,-,01.01.0001,31.12.9999,Braives
465,Maarkedal,6343,67.0,45.63,139,116.2,Oost-Vlaanderen,50.797307200000006,3.642779,"['50.7648138', '50.830062', '3.5777', '3.7120612']",-,Maarkedal,-,01.01.1977,31.12.9999,Maarkedal
466,Bekkevoort,6306,319.0,37.17,170,110.1,Vlaams-Brabant,50.9338977,4.984616971521981,"['50.8994571', '50.9684437', '4.9335229', '5.0201513']",-,Bekkevoort,-,01.01.0001,31.12.9999,Bekkevoort
467,Engis,6138,263.0,27.74,221,84.0,Luik,50.582433,5.4043113,"['50.5318924', '50.5930509', '5.3336548', '5.4402056']",Engis,-,-,02.01.1977,31.12.9999,Engis
468,Geetbets,6118,211.0,35.17,174,104.1,Vlaams-Brabant,50.8917946,5.1144682,"['50.8578802', '50.9215428', '5.0654857', '5.1880307']",-,Geetbets,-,01.01.0001,31.12.9999,Geetbets
469,Hastière,6022,227.0,56.46,107,82.9,Namen,50.1969874,4.82243035141818,"['50.1483535', '50.2474181', '4.752475', '4.9003468']",Hastière,-,-,03.01.1977,31.12.9999,Hastière
470,Elzele,5975,63.0,44.69,134,101.4,Henegouwen,50.7338701,3.6802062000000006,"['50.6839311', '50.77348', '3.6380705', '3.766733']",Ellezelles,Elzele,-,01.01.0001,31.12.9999,Ellezelles
471,Limburg,5912,220.0,24.63,240,91.0,Luik,50.99780495,5.44552873206813,"['50.6953611', '51.3001647', '4.9801293', '5.9112191']",Limbourg,Limburg,-,01.01.0001,31.12.9999,Limbourg
472,Remicourt,5906,220.0,22.58,262,112.3,Luik,50.678492,5.319969,"['50.6656963', '50.7039196', '5.2883994', '5.3965425']",Remicourt,-,-,01.01.0001,31.12.9999,Remicourt
473,Etalle,5877,132.0,78.1,75,115.0,Luxemburg,49.6729527,5.5982415,"['49.6213468', '49.7114968', '5.5256188', '5.699506']",Etalle,-,-,01.01.0001,31.12.9999,Etalle
474,Lobbes,5832,145.0,32.08,182,102.2,Henegouwen,50.346019399999996,4.2654874000000005,"['50.3189675', '50.3889109', '4.1839478', '4.3041156']",Lobbes,-,-,01.01.0001,31.12.9999,Lobbes
475,Lontzen,5764,168.0,28.73,201,100.4,Luik,50.680423299999994,6.0073447,"['50.6495942', '50.7035805', '5.9546427', '6.0729216']",,,,,,
476,Nandrin,5753,220.0,35.9,160,125.5,Luik,50.506355,5.419041099999999,"['50.4888116', '50.5438899', '5.3348763', '5.4769378']",Nandrin,-,-,01.01.0001,31.12.9999,Nandrin
477,Lendelede,5747,150.0,13.15,437,105.6,West-Vlaanderen,50.885296999999994,3.2312626540385896,"['50.8713632', '50.8993042', '3.1876055', '3.2727767']",-,Lendelede,-,01.01.0001,31.12.9999,Lendelede
478,Thimister-Clermont,5700,125.0,28.73,199,108.6,Luik,50.66298735,5.863448646340691,"['50.6264689', '50.6982587', '5.8251051', '5.9188772']",Thimister-Clermont,-,-,02.01.1977,31.12.9999,Thimister-Clermont
479,Pecq,5698,88.0,32.91,173,93.6,Henegouwen,50.685615999999996,3.3407492,"['50.6474602', '50.7227614', '3.3030716', '3.3992817']",Pecq,-,-,01.01.0001,31.12.9999,Pecq
480,Drogenbos,5689,961.0,2.49,2284,92.1,Vlaams-Brabant,50.786532,4.3173542000000005,"['50.7797078', '50.8130513', '4.2885805', '4.3257641']",-,Drogenbos,-,01.01.0001,31.12.9999,Drogenbos
481,Celles,5666,56.0,67.14,84,94.5,Henegouwen,50.7125435,3.4571663999999998,"['50.6520727', '50.7588293', '3.36554', '3.5328953']",,,,,,
482,Viroinval,5659,103.0,120.9,47,82.8,Namen,50.0516361,4.6270287,"['49.985364', '50.11392', '4.5265006', '4.72194']",Viroinval,-,-,02.01.1977,31.12.9999,Viroinval
483,Somme-Leuze,5641,152.0,95.09,59,93.0,Namen,50.336585,5.366902099999999,"['50.2392538', '50.3886267', '5.2142696', '5.4026708']",Somme-Leuze,-,-,01.01.0001,31.12.9999,Somme-Leuze
484,Vaux-sur-Sûre,5640,137.0,135.87,42,92.3,Luxemburg,49.9104994,5.566309400000001,"['49.8670305', '50.0126254', '5.4955641', '5.7131704']",Vaux-sur-Sûre,-,-,02.01.1971,31.12.9999,Vaux-sur-Sûre
485,Bütgenbach,5610,141.0,97.31,58,91.8,Luik,50.426725899999994,6.205357299999999,"['50.3938251', '50.5310926', '6.1307252', '6.3018876']",Butgenbach,Bütgenbach,Bütgenbach,01.01.0001,31.12.9999,Butgenbach
486,Attert,5578,118.0,70.94,79,129.8,Luxemburg,49.7514982,5.787221700000001,"['49.6966359', '49.7966518', '5.6767847', '5.8326283']",Attert,-,-,01.01.0001,31.12.9999,Attert
487,Florenville,5578,80.0,146.91,38,91.3,Luxemburg,49.6993182,5.310051799999999,"['49.6107783', '49.7812721', '5.147088', '5.4249504']",Florenville,-,-,01.01.0001,31.12.9999,Florenville
488,Saint-Hubert,5569,121.0,111.16,50,90.3,Luxemburg,50.0251428,5.373856099999999,"['49.9812306', '50.0959197', '5.2289208', '5.4604562']",Saint-Hubert,-,-,01.01.0001,31.12.9999,Saint-Hubert
489,Hotton,5556,211.0,57.32,97,86.1,Luxemburg,50.2688011,5.446330400000001,"['50.2162411', '50.3189', '5.3695106', '5.5042163']",Hotton,-,-,01.01.0001,31.12.9999,Hotton
490,Nassogne,5498,122.0,111.96,49,93.4,Luxemburg,50.1287359,5.3418985,"['50.0786719', '50.1984233', '5.2426885', '5.4662497']",Nassogne,-,-,01.01.0001,31.12.9999,Nassogne
491,Incourt,5487,106.0,38.79,141,112.2,Waals-Brabant,50.6918004,4.7989440000000005,"['50.6539586', '50.7494307', '4.7323452', '4.85174']",Incourt,-,-,01.01.0001,31.12.9999,Incourt
492,Büllingen,5478,121.0,150.49,36,89.8,Luik,50.4075533,6.257827,"['50.305187', '50.5014641', '6.2153537', '6.408097']",Bullange,Büllingen,Büllingen,01.01.0001,31.12.9999,Bullange
493,Amel,5474,134.0,125.15,44,92.7,Luik,50.3543055,6.1705559,"['50.2843007', '50.4048563', '6.0698834', '6.2860473']",Amblève,Amel,Amel,01.01.0001,31.12.9999,Amblève
494,Léglise,5471,176.0,172.92,32,98.4,Luxemburg,49.800358200000005,5.5381496,"['49.7349998', '49.900915', '5.4105755', '5.7053411']",Léglise,-,-,01.01.0001,31.12.9999,Léglise
495,Marchin,5469,188.0,30.0,182,103.1,Luik,50.480205100000006,5.226337200000001,"['50.4272169', '50.5077577', '5.1988751', '5.2845644']",Marchin,-,-,01.01.0001,31.12.9999,Marchin
496,Bouillon,5411,79.0,149.09,36,89.0,Luxemburg,49.7949836,5.0672527999999994,"['49.7091976', '49.8836831', '4.9684415', '5.1899373']",Bouillon,-,-,01.01.0001,31.12.9999,Bouillon
497,Comblain-au-Pont,5404,331.0,22.68,238,91.7,Luik,50.4756986,5.5748498,"['50.4591746', '50.5121025', '5.535316', '5.6357646']",Comblain-au-Pont,-,-,01.01.0001,31.12.9999,Comblain-au-Pont
498,Paliseul,5389,181.0,112.96,48,86.1,Luxemburg,49.903526899999996,5.1349041,"['49.8254937', '49.9931981', '5.0427983', '5.2015202']",Paliseul,-,-,01.01.0001,31.12.9999,Paliseul
499,Héron,5375,119.0,38.32,140,106.6,Luik,50.5508203,5.0971782999999995,"['50.5040211', '50.5793306', '5.0342143', '5.172475']",Héron,-,-,01.01.0001,31.12.9999,Héron
500,Ruiselede,5358,79.0,30.2,177,100.9,West-Vlaanderen,51.0630592,3.3787805823544,"['51.024076', '51.101172', '3.3268921', '3.4460049']",-,Ruiselede,-,01.01.0001,31.12.9999,Ruiselede
501,Momignies,5305,88.0,85.58,62,76.9,Henegouwen,50.028631700000005,4.1649981,"['49.9545998', '50.0627089', '4.1351961', '4.3145519']",Momignies,-,-,01.01.0001,31.12.9999,Momignies
502,Gouvy,5286,112.0,165.11,32,84.9,Luxemburg,50.1907344,5.9549901,"['50.1102275', '50.2703394', '5.7880943', '6.0343884']",Gouvy,-,-,02.01.1977,31.12.9999,Gouvy
503,Glabbeek,5271,181.0,26.78,197,115.5,Vlaams-Brabant,50.8725203,4.951300900000001,"['50.8312385', '50.9012483', '4.9056027', '4.9933777']",-,Glabbeek,-,01.01.0001,31.12.9999,Glabbeek
504,Libin,5223,131.0,139.72,37,95.3,Luxemburg,49.9809464,5.2569017,"['49.9081268', '50.0461817', '5.123961', '5.3303413']",Libin,-,-,01.01.0001,31.12.9999,Libin
505,Houffalize,5193,90.0,166.58,31,93.9,Luxemburg,50.1323761,5.7886928,"['50.061527', '50.2361266', '5.6518903', '5.8955135']",Houffalize,-,-,01.01.0001,31.12.9999,Houffalize
506,Chiny,5180,86.0,113.69,46,95.1,Luxemburg,49.738580999999996,5.3394252,"['49.6522363', '49.7848666', '5.3088873', '5.4812819']",Chiny,-,-,01.01.0001,31.12.9999,Chiny
507,Havelange,5175,110.0,104.73,49,93.8,Namen,50.3870946,5.23958,"['50.2940071', '50.417273', '5.129551', '5.3635158']",Havelange,-,-,01.01.0001,31.12.9999,Havelange
508,Rumes,5167,105.0,23.72,218,93.2,Henegouwen,50.5557678,3.3039251000000003,"['50.5125141', '50.5724105', '3.2782089', '3.3642715']",Rumes,-,-,01.01.0001,31.12.9999,Rumes
509,Honnelles,5159,80.0,43.65,118,101.5,Henegouwen,50.352089,3.7310190000000003,"['50.3031647', '50.3845829', '3.6571584', '3.8389881']",Honnelles,-,-,02.01.1977,31.12.9999,Honnelles
510,Ohey,5127,129.0,56.62,91,97.5,Namen,50.4359066,5.123843900000001,"['50.3976531', '50.4789049', '5.0759115', '5.2371344']",Ohey,-,-,01.01.0001,31.12.9999,Ohey
511,Alveringem,5047,5.0,80.01,63,87.6,West-Vlaanderen,51.01509585,2.7225688102727403,"['50.9858775', '51.04427', '2.6694369', '2.7705588']",-,Alveringem,-,01.01.0001,31.12.9999,Alveringem
512,Houyet,4956,105.0,122.31,41,92.2,Namen,50.186862899999994,5.0067044,"['50.1322509', '50.2513883', '4.8523427', '5.1198387']",Houyet,-,-,01.01.0001,31.12.9999,Houyet
513,Ferrières,4935,165.0,56.9,87,102.4,Luik,50.3999541,5.605138,"['50.3652906', '50.4600848', '5.5184999', '5.7094441']",Ferrières,-,-,01.01.0001,31.12.9999,Ferrières
514,Cerfontaine,4923,109.0,83.45,59,91.4,Namen,50.1687764,4.4125932,"['50.121726', '50.2407351', '4.3617132', '4.518752']",Cerfontaine,-,-,01.01.0001,31.12.9999,Cerfontaine
515,Sivry-Rance,4798,82.0,72.97,66,89.2,Henegouwen,50.1640023,4.189998200000001,"['50.1204467', '50.2154649', '4.1271221', '4.304289']",Sivry-Rance,-,-,02.01.1977,31.12.9999,Sivry-Rance
516,Linkebeek,4671,387.0,4.15,1126,124.9,Vlaams-Brabant,50.7732003,4.3359990999999996,"['50.7562593', '50.7799032', '4.3218436', '4.3674265']",-,Linkebeek,-,01.01.0001,31.12.9999,Linkebeek
517,Clavier,4637,128.0,79.12,59,97.9,Luik,50.411508500000004,5.3575692,"['50.3649385', '50.4615887', '5.221246', '5.4290234']",Clavier,-,-,01.01.0001,31.12.9999,Clavier
518,Gedinne,4632,98.0,151.56,31,89.4,Namen,49.979266700000004,4.9388966,"['49.9169026', '50.0515382', '4.790163', '5.0094269']",Gedinne,-,-,01.01.0001,31.12.9999,Gedinne
519,Musson,4551,181.0,34.81,131,99.5,Luxemburg,49.5580794,5.705881,"['49.5388261', '49.6077897', '5.6164686', '5.7348992']",Musson,-,-,01.01.0001,31.12.9999,Musson
520,Lens,4525,70.0,49.42,92,97.2,Henegouwen,50.5570816,3.9005461,"['50.5386353', '50.6172218', '3.8269171', '3.9793294']",,,,,,
521,Pepingen,4479,96.0,36.05,124,125.4,Vlaams-Brabant,50.759848299999994,4.157699299999999,"['50.705589', '50.789807', '4.071963', '4.2025124']",-,Pepingen,-,01.01.0001,31.12.9999,Pepingen
522,Baelen,4454,150.0,85.73,52,100.5,Luik,50.631285399999996,5.9713469,"['50.5197347', '50.649692', '5.9341089', '6.1396911']",Baelen,-,-,01.01.0001,31.12.9999,Baelen
523,Tintigny,4300,118.0,81.79,53,97.4,Luxemburg,49.6820986,5.5185152,"['49.619245', '49.7831601', '5.4160083', '5.5542845']",Tintigny,-,-,01.01.0001,31.12.9999,Tintigny
524,Aubel,4288,134.0,18.83,228,102.9,Luik,50.704149799999996,5.8585553,"['50.6762294', '50.717495', '5.798343', '5.9221797']",Aubel,-,-,01.01.0001,31.12.9999,Aubel
525,Merbes-le-Château,4266,135.0,30.24,141,89.7,Henegouwen,50.3234035,4.1644816,"['50.2811447', '50.3667921', '4.1328181', '4.2674347']",Merbes-le-Château,-,-,01.01.0001,31.12.9999,Merbes-le-Château
526,La Roche-en-Ardenne,4253,84.0,147.52,29,86.2,Luxemburg,50.1815604,5.575947599999999,"['50.0898568', '50.2306596', '5.46133', '5.7461001']",La Roche-en-Ardenne,-,-,01.01.0001,31.12.9999,La Roche-en-Ardenne
527,Verlaine,4228,201.0,24.21,175,108.2,Luik,50.6075114,5.318443900000001,"['50.5740553', '50.637334', '5.2507263', '5.3490097']",Verlaine,-,-,01.01.0001,31.12.9999,Verlaine
528,Modave,4212,171.0,40.37,104,107.1,Luik,50.441613700000005,5.301793599999999,"['50.417965', '50.5247647', '5.2354687', '5.3547775']",Modave,-,-,01.01.0001,31.12.9999,Modave
529,Anthisnes,4189,141.0,37.08,113,109.0,Luik,50.481662,5.522526099999999,"['50.4577714', '50.5229653', '5.4378995', '5.5537862']",Anthisnes,-,-,02.01.1977,31.12.9999,Anthisnes
530,Voeren,4146,100.0,50.63,82,95.0,Limburg,50.746589799999995,5.8390527122070095,"['50.7099174', '50.7832452', '5.6820598', '5.9112137']",Fourons,Voeren,-,01.01.1977,31.12.9999,Voeren#Fourons
531,Olne,4080,135.0,15.99,255,117.8,Luik,50.5901199,5.7479948,"['50.5635983', '50.6103477', '5.6930006', '5.7718949']",Olne,-,-,01.01.0001,31.12.9999,Olne
532,Froidchapelle,3959,119.0,86.03,46,86.4,Henegouwen,50.1511597,4.3269129,"['50.0826276', '50.242752', '4.2819946', '4.401399']",Froidchapelle,-,-,01.01.0001,31.12.9999,Froidchapelle
533,Burg-Reuland,3935,92.0,108.96,36,92.0,Luik,50.1967468,6.1342559,"['50.1295608', '50.2646049', '6.0086923', '6.1923212']",,,,,,
534,Faimes,3935,150.0,28.48,138,115.0,Luik,50.665246,5.262322,"['50.6158147', '50.6778824', '5.1926193', '5.2866339']",Faimes,-,-,01.01.1971,31.12.9999,Faimes
535,Oerle,3895,173.0,19.64,198,105.8,Luik,50.7291681,5.3530675,"['50.6988138', '50.7479722', '5.3039299', '5.3943125']",Oreye,Oerle,-,01.01.0001,31.12.9999,Oreye
536,Hamoir,3880,233.0,27.8,140,96.3,Luik,50.4253958,5.5328465,"['50.4073166', '50.4650153', '5.5051533', '5.6232117']",Hamoir,-,-,01.01.0001,31.12.9999,Hamoir
537,Mont-de-l'Enclus,3764,85.0,26.93,140,98.4,Henegouwen,50.745651099999996,3.5110542000000002,"['50.7036539', '50.771312', '3.4533407', '3.5477839']",Mont-de-l'Enclus,-,-,02.01.1977,31.12.9999,Mont-de-l'Enclus
538,Brugelette,3728,75.0,28.4,131,91.7,Henegouwen,50.5959261,3.8525913999999997,"['50.5693194', '50.6340308', '3.8191171', '3.911754']",Brugelette,-,-,01.01.0001,31.12.9999,Brugelette
539,Vleteren,3691,87.0,38.15,97,89.4,West-Vlaanderen,50.930143,2.7289867,"['50.8822168', '50.9567132', '2.6900155', '2.8105315']",-,Vleteren,-,01.01.1977,31.12.9999,Vleteren
540,Bertogne,3659,128.0,91.67,40,92.8,Luxemburg,50.0842908,5.667557700000001,"['50.006247', '50.1165013', '5.538049', '5.7342071']",Bertogne,-,-,01.01.0001,31.12.9999,Bertogne
541,Lierneux,3614,99.0,92.08,39,95.2,Luik,50.2858086,5.7921558,"['50.2543574', '50.364552', '5.7027258', '5.8815336']",Lierneux,-,-,01.01.0001,31.12.9999,Lierneux
542,Saint-Léger,3608,140.0,35.86,101,110.1,Luxemburg,49.6134362,5.6569569,"['49.5870657', '49.6462698', '5.6160005', '5.7431885']",,,,,,
543,Manhay,3556,99.0,119.81,30,97.1,Luxemburg,50.2929635,5.675634099999999,"['50.2199024', '50.3721014', '5.5745675', '5.7483678']",Manhay,-,-,03.01.1977,31.12.9999,Manhay
544,Hélécine,3553,168.0,16.62,214,106.0,Waals-Brabant,50.7514034,4.9822394999999995,"['50.7236531', '50.7697958', '4.9255524', '5.0204874']",Hélécine,-,-,03.01.1977,31.12.9999,Hélécine
545,Geer,3485,144.0,23.62,148,110.8,Luik,50.6684881,5.1710529,"['50.6431444', '50.6983523', '5.1399615', '5.226876']",Geer,-,-,01.01.0001,31.12.9999,Geer
546,Vloesberg,3447,67.0,23.0,150,105.6,Henegouwen,50.7371675,3.7378707,"['50.7293162', '50.7818702', '3.6858142', '3.7771394']",Flobecq,Vloesberg,-,01.01.0001,31.12.9999,Flobecq#Vloesberg
547,Crisnée,3412,174.0,16.83,203,110.1,Luik,50.715885,5.397318,"['50.6853683', '50.7354124', '5.3631156', '5.4317253']",Crisnée,-,-,01.01.0001,31.12.9999,Crisnée
548,Bièvre,3355,121.0,109.59,31,85.1,Namen,49.9411216,5.0168496,"['49.8426048', '50.016012', '4.9306482', '5.1195994']",Bièvre,-,-,01.01.0001,31.12.9999,Bièvre
549,Lijsem,3311,156.0,14.75,225,108.5,Luik,50.711613,5.0318166,"['50.6984773', '50.750798', '4.9925805', '5.0608611']",Lincent,Lijsem,-,01.01.0001,31.12.9999,Lincent
550,Lo-Reninge,3291,56.0,62.94,52,92.1,West-Vlaanderen,50.9638066,2.7643391,"['50.9013904', '51.0170019', '2.6963805', '2.856549']",-,Lo-Reninge,-,23.02.1977,31.12.9999,Lo-Reninge
