City,Venue,Venue Latitude,Venue Longitude,Category Class,Venue Category,class1,class2
Antwerpen,Moochie Frozen Yoghurt,51.220036,4.40285,https://ss3.4sqi.net/img/categories_v2/food/frozenyogurt_,Frozen Yogurt Shop,food,food frozenyogurt_
Antwerpen,Dogma Cocktails,51.221146478437994,4.402854277962921,https://ss3.4sqi.net/img/categories_v2/nightlife/cocktails_,Cocktail Bar,nightlife,nightlife cocktails_
Antwerpen,Absinthbar,51.21991194837575,4.4007093204355785,https://ss3.4sqi.net/img/categories_v2/nightlife/cocktails_,Cocktail Bar,nightlife,nightlife cocktails_
Antwerpen,Pitten en Bonen,51.21765743709457,4.402711864292249,https://ss3.4sqi.net/img/categories_v2/food/juicebar_,Juice Bar,food,food juicebar_
Antwerpen,Kartini Indonesisch Restaurant,51.21926971612047,4.400557207871248,https://ss3.4sqi.net/img/categories_v2/food/indonesian_,Indonesian Restaurant,food,food indonesian_
Antwerpen,Hunkemöller,51.218611311414854,4.4055309891700745,https://ss3.4sqi.net/img/categories_v2/shops/apparel_lingerie_,Lingerie Store,shops,shops apparel_lingerie_
Antwerpen,Brasserie Appelmans,51.21987928424813,4.4007168480699015,https://ss3.4sqi.net/img/categories_v2/nightlife/cocktails_,Cocktail Bar,nightlife,nightlife cocktails_
Antwerpen,Quetzal,51.22062503522125,4.402132028711696,https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_,Coffee Shop,food,food coffeeshop_
Antwerpen,Maison Tartine,51.221703000000005,4.404996400000001,https://ss3.4sqi.net/img/categories_v2/food/deli_,Sandwich Place,food,food deli_
Antwerpen,Bia Mara,51.22089411711053,4.400188694999644,https://ss3.4sqi.net/img/categories_v2/food/fishandchips_,Fish & Chips Shop,food,food fishandchips_
Antwerpen,Billie's Bier Kafétaria,51.218431696680476,4.4003414039139095,https://ss3.4sqi.net/img/categories_v2/nightlife/pub_,Beer Bar,nightlife,nightlife pub_
Antwerpen,Zaowang,51.22029229969028,4.399673791094059,https://ss3.4sqi.net/img/categories_v2/food/sushi_,Sushi Restaurant,food,food sushi_
Antwerpen,Hendrik Consienceplein,51.22103608246193,4.40418010790557,https://ss3.4sqi.net/img/categories_v2/parks_outdoors/plaza_,Plaza,parks_outdoors,parks_outdoors plaza_
Antwerpen,Onze-Lieve-Vrouwekathedraal,51.220506249584176,4.400110412807259,https://ss3.4sqi.net/img/categories_v2/building/religious_church_,Church,building,building religious_church_
Antwerpen,Jūttu,51.21836883799618,4.406270856780959,https://ss3.4sqi.net/img/categories_v2/shops/apparel_,Clothing Store,shops,shops apparel_
Antwerpen,Zest Fresh Juice Bar,51.21859071394202,4.403125133497203,https://ss3.4sqi.net/img/categories_v2/food/juicebar_,Juice Bar,food,food juicebar_
Antwerpen,Belmondo,51.21909164318089,4.400518117371707,https://ss3.4sqi.net/img/categories_v2/nightlife/pub_,Bar,nightlife,nightlife pub_
Antwerpen,Grote Markt,51.221163262148714,4.399809612986949,https://ss3.4sqi.net/img/categories_v2/parks_outdoors/plaza_,Plaza,parks_outdoors,parks_outdoors plaza_
Antwerpen,MoMade Cupcakes,51.219084590211544,4.399444977766275,https://ss3.4sqi.net/img/categories_v2/food/cupcakes_,Cupcake Shop,food,food cupcakes_
Antwerpen,Cocktails at Nine,51.22077235539168,4.4021146735658405,https://ss3.4sqi.net/img/categories_v2/nightlife/cocktails_,Cocktail Bar,nightlife,nightlife cocktails_
Antwerpen,Dille & Kamille,51.219947451906656,4.4034608573358565,https://ss3.4sqi.net/img/categories_v2/shops/food_butcher_,Kitchen Supply Store,shops,shops food_butcher_
Antwerpen,& Other Stories,51.21706781466303,4.404330107539979,https://ss3.4sqi.net/img/categories_v2/shops/apparel_women_,Women's Store,shops,shops apparel_women_
Antwerpen,Falafel Tof,51.21997509462432,4.398477850381504,https://ss3.4sqi.net/img/categories_v2/food/falafel_,Falafel Restaurant,food,food falafel_
Antwerpen,Groenplaats,51.2188059938768,4.4014915091607465,https://ss3.4sqi.net/img/categories_v2/parks_outdoors/plaza_,Plaza,parks_outdoors,parks_outdoors plaza_
Antwerpen,Fish a'gogo,51.22055089448579,4.399667780113635,https://ss3.4sqi.net/img/categories_v2/food/fishandchips_,Fish & Chips Shop,food,food fishandchips_
Antwerpen,Jones & co,51.21981744483137,4.399696649886646,https://ss3.4sqi.net/img/categories_v2/nightlife/cocktails_,Cocktail Bar,nightlife,nightlife cocktails_
Antwerpen,Cuperus,51.21975515447386,4.40534468009446,https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_,Coffee Shop,food,food coffeeshop_
Antwerpen,COS,51.21700133343011,4.403988930410312,https://ss3.4sqi.net/img/categories_v2/shops/apparel_boutique_,Boutique,shops,shops apparel_boutique_
Antwerpen,Normo,51.22252670787801,4.4042768796048914,https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_,Coffee Shop,food,food coffeeshop_
Antwerpen,Umi Sushi & Asian Cuisine,51.21933575896549,4.401081374008544,https://ss3.4sqi.net/img/categories_v2/food/sushi_,Sushi Restaurant,food,food sushi_
Antwerpen,Pasta Hippo Vino,51.2200675701429,4.400054642753866,https://ss3.4sqi.net/img/categories_v2/food/italian_,Italian Restaurant,food,food italian_
Antwerpen,Paters Vaetje,51.22063331582656,4.4005331890040456,https://ss3.4sqi.net/img/categories_v2/nightlife/pub_,Pub,nightlife,nightlife pub_
Antwerpen,BACKYARD,51.221138692616435,4.40111654552789,https://ss3.4sqi.net/img/categories_v2/food/default_,Restaurant,food,food default_
Antwerpen,De Muze,51.220569013500956,4.402699301467772,https://ss3.4sqi.net/img/categories_v2/arts_entertainment/musicvenue_jazzclub_,Jazz Club,arts_entertainment,arts_entertainment musicvenue_jazzclub_
Antwerpen,Scotch & Soda,51.21761174958393,4.40192644823645,https://ss3.4sqi.net/img/categories_v2/shops/apparel_,Clothing Store,shops,shops apparel_
Antwerpen,Satay,51.2212,4.4042699999999995,https://ss3.4sqi.net/img/categories_v2/food/asian_,Asian Restaurant,food,food asian_
Antwerpen,Simply Emily,51.22117812244858,4.4044448821509645,https://ss3.4sqi.net/img/categories_v2/food/soup_,Soup Place,food,food soup_
Antwerpen,Caffe Mundi,51.2218680313654,4.400666287959621,https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_,Coffee Shop,food,food coffeeshop_
Antwerpen,Il Pastaiolo,51.217916934491065,4.404450790162609,https://ss3.4sqi.net/img/categories_v2/food/deli_,Deli / Bodega,food,food deli_
Antwerpen,The Chocolate Line,51.21809321715939,4.408361749118097,https://ss3.4sqi.net/img/categories_v2/shops/candystore_,Chocolate Shop,shops,shops candystore_
Antwerpen,Vans Store,51.21699695457625,4.400975582461252,https://ss3.4sqi.net/img/categories_v2/shops/apparel_shoestore_,Shoe Store,shops,shops apparel_shoestore_
Antwerpen,De Pottekijker,51.221097072052544,4.4018698571024215,https://ss3.4sqi.net/img/categories_v2/food/default_,Belgian Restaurant,food,food default_
Antwerpen,Copyright,51.21732004463701,4.399895803706711,https://ss3.4sqi.net/img/categories_v2/shops/bookstore_,Bookstore,shops,shops bookstore_
Antwerpen,Local Store,51.21632221098635,4.403123840364366,https://ss3.4sqi.net/img/categories_v2/food/breakfast_,Breakfast Spot,food,food breakfast_
Antwerpen,Glow Coffee,51.21966930644378,4.402761931906884,https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_,Coffee Shop,food,food coffeeshop_
Antwerpen,MOOSE in the CITY,51.216792239773035,4.400549169651517,https://ss3.4sqi.net/img/categories_v2/shops/apparel_,Clothing Store,shops,shops apparel_
Antwerpen,Tapa Bar,51.21954886046016,4.399444094245382,https://ss3.4sqi.net/img/categories_v2/food/spanish_,Spanish Restaurant,food,food spanish_
Antwerpen,Meat Factory,51.22102049999999,4.400271599999999,https://ss3.4sqi.net/img/categories_v2/food/default_,Belgian Restaurant,food,food default_
Antwerpen,Hoeked Doughnuts,51.215744147887094,4.402444438158051,https://ss3.4sqi.net/img/categories_v2/food/donuts_,Donut Shop,food,food donuts_
Antwerpen,Kammenstraat,51.21674033562375,4.401254874589246,https://ss3.4sqi.net/img/categories_v2/travel/highway_,Road,travel,travel highway_
Antwerpen,Sir Anthony Van Dyck,51.22021677531574,4.3992969252113845,https://ss3.4sqi.net/img/categories_v2/food/french_,French Restaurant,food,food french_
Antwerpen,Louis Vuitton,51.215914,4.4063930000000004,https://ss3.4sqi.net/img/categories_v2/shops/apparel_boutique_,Boutique,shops,shops apparel_boutique_
Antwerpen,BarBel,51.21842952052955,4.3985826929046015,https://ss3.4sqi.net/img/categories_v2/food/tapas_,Tapas Restaurant,food,food tapas_
Antwerpen,Ace & Tate,51.218214480199286,4.397692402446752,https://ss3.4sqi.net/img/categories_v2/building/medical_opticalshop_,Optical Shop,building,building medical_opticalshop_
Antwerpen,Philip's Biscuits,51.2163790836574,4.404527931501155,https://ss3.4sqi.net/img/categories_v2/shops/candystore_,Candy Store,shops,shops candystore_
Antwerpen,‘t Stad Leest,51.218085956049244,4.397708675115859,https://ss3.4sqi.net/img/categories_v2/shops/bookstore_,Bookstore,shops,shops bookstore_
Antwerpen,Coffeelabs,51.21890751802474,4.408302381926603,https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_,Coffee Shop,food,food coffeeshop_
Antwerpen,Crème de la Crème,51.2205127837401,4.399552396582918,https://ss3.4sqi.net/img/categories_v2/food/icecream_,Ice Cream Shop,food,food icecream_
Antwerpen,Bij Lam & Yin,51.2193,4.3989,https://ss3.4sqi.net/img/categories_v2/food/asian_,Chinese Restaurant,food,food asian_
Antwerpen,St. Vincents,51.21526010570005,4.402679237957262,https://ss3.4sqi.net/img/categories_v2/shops/design_,Design Studio,shops,shops design_
Antwerpen,Pick&Mex,51.219364087417816,4.398731689775403,https://ss3.4sqi.net/img/categories_v2/food/taco_,Taco Place,food,food taco_
Antwerpen,Zadig & Voltaire,51.216491661186616,4.406509146285934,https://ss3.4sqi.net/img/categories_v2/shops/apparel_,Clothing Store,shops,shops apparel_
Antwerpen,Fabiola,51.21579375480791,4.399282528632412,https://ss3.4sqi.net/img/categories_v2/food/deli_,Sandwich Place,food,food deli_
Antwerpen,Mai-Thai Cuisine,51.22089793085739,4.398676237192057,https://ss3.4sqi.net/img/categories_v2/food/thai_,Thai Restaurant,food,food thai_
Antwerpen,Arte,51.22081295778817,4.398452234289174,https://ss3.4sqi.net/img/categories_v2/food/italian_,Italian Restaurant,food,food italian_
Antwerpen,Vandoag is 't,51.222130622098796,4.4111002286224315,https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_,Coffee Shop,food,food coffeeshop_
Antwerpen,Camino,51.217141819121,4.3965816061952285,https://ss3.4sqi.net/img/categories_v2/food/vietnamese_,Vietnamese Restaurant,food,food vietnamese_
Antwerpen,Cartoon's ,51.2216927092605,4.398058396803749,https://ss3.4sqi.net/img/categories_v2/arts_entertainment/movietheater_,Indie Movie Theater,arts_entertainment,arts_entertainment movietheater_
Antwerpen,AMUZ,51.21610481207416,4.401909094111822,https://ss3.4sqi.net/img/categories_v2/arts_entertainment/musicvenue_,Concert Hall,arts_entertainment,arts_entertainment musicvenue_
Antwerpen,Renaissance,51.21705344918383,4.399606216175914,https://ss3.4sqi.net/img/categories_v2/food/italian_,Italian Restaurant,food,food italian_
Antwerpen,Graanmarkt 13,51.216059786799775,4.408858730647504,https://ss3.4sqi.net/img/categories_v2/food/french_,French Restaurant,food,food french_
Antwerpen,Cafématic,51.21514128062792,4.4023102906214735,https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_,Coffee Shop,food,food coffeeshop_
Antwerpen,Native,51.21707361968364,4.396970422452216,https://ss3.4sqi.net/img/categories_v2/food/default_,Bistro,food,food default_
Antwerpen,Me & My Monkey,51.21763573122324,4.3963313082742195,https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_,Coffee Shop,food,food coffeeshop_
Antwerpen,Mint,51.21678212523069,4.399919305394572,https://ss3.4sqi.net/img/categories_v2/food/default_,Bistro,food,food default_
Antwerpen,De Arme Duivel,51.216492260223944,4.407913696160052,https://ss3.4sqi.net/img/categories_v2/food/default_,Belgian Restaurant,food,food default_
Antwerpen,Wild Project,51.21991607130026,4.396964970006253,https://ss3.4sqi.net/img/categories_v2/food/vegetarian_,Vegetarian / Vegan Restaurant,food,food vegetarian_
Antwerpen,Papa Jos,51.222459571013005,4.408575734543131,https://ss3.4sqi.net/img/categories_v2/nightlife/pub_,Bar,nightlife,nightlife pub_
Antwerpen,Hof van Liere,51.22295584551117,4.4102487121221765,https://ss3.4sqi.net/img/categories_v2/arts_entertainment/historicsite_,Historic Site,arts_entertainment,arts_entertainment historicsite_
Antwerpen,ComoComo,51.21615491968341,4.401725416221411,https://ss3.4sqi.net/img/categories_v2/food/spanish_,Spanish Restaurant,food,food spanish_
Antwerpen,Amadeus 2,51.221197409752534,4.3976991341829015,https://ss3.4sqi.net/img/categories_v2/food/bbqalt_,BBQ Joint,food,food bbqalt_
Antwerpen,Sienna & Lois,51.215959397503894,4.4019889325288935,https://ss3.4sqi.net/img/categories_v2/shops/apparel_women_,Women's Store,shops,shops apparel_women_
Antwerpen,Meir,51.21823228219874,4.409352558636402,https://ss3.4sqi.net/img/categories_v2/shops/mall_,Shopping Plaza,shops,shops mall_
Antwerpen,Sissy-Boy,51.21688024724778,4.399233252225551,https://ss3.4sqi.net/img/categories_v2/shops/apparel_,Clothing Store,shops,shops apparel_
Antwerpen,Zest Fresh Juice Bar,51.21769319803074,4.411259003086662,https://ss3.4sqi.net/img/categories_v2/food/juicebar_,Juice Bar,food,food juicebar_
Antwerpen,Domestic Bakery & Cuisinette,51.216025779583205,4.404784297023489,https://ss3.4sqi.net/img/categories_v2/food/bakery_,Bakery,food,food bakery_
Antwerpen,Koffieklap,51.224381594375075,4.404371699078329,https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_,Coffee Shop,food,food coffeeshop_
Antwerpen,Toneelhuis (Bourla Schouwburg),51.216000384587424,4.4066415875151135,https://ss3.4sqi.net/img/categories_v2/arts_entertainment/performingarts_theater_,Theater,arts_entertainment,arts_entertainment performingarts_theater_
Antwerpen,LUSH,51.218429230831035,4.413353124865383,https://ss3.4sqi.net/img/categories_v2/shops/beauty_cosmetic_,Cosmetics Shop,shops,shops beauty_cosmetic_
Antwerpen,Het Gebaar,51.21388597232264,4.407062825097018,https://ss3.4sqi.net/img/categories_v2/food/moleculargastronomy_,Molecular Gastronomy Restaurant,food,food moleculargastronomy_
Antwerpen,Urban Outfitters,51.21791150014134,4.411127483014116,https://ss3.4sqi.net/img/categories_v2/shops/apparel_,Clothing Store,shops,shops apparel_
Antwerpen,Barnini,51.215,4.40895,https://ss3.4sqi.net/img/categories_v2/food/bagels_,Bagel Shop,food,food bagels_
Antwerpen,Exotische Markt,51.21497218608336,4.409559555244468,https://ss3.4sqi.net/img/categories_v2/shops/food_farmersmarket_,Farmers Market,shops,shops food_farmersmarket_
Antwerpen,Nespresso Boutique,51.218445775928956,4.4119827775918905,https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_,Coffee Shop,food,food coffeeshop_
Antwerpen,Munch Me Frozen Yogurt,51.21766743785662,4.411257475292553,https://ss3.4sqi.net/img/categories_v2/food/frozenyogurt_,Frozen Yogurt Shop,food,food frozenyogurt_
Antwerpen,Cuperus Coffee,51.22505205527133,4.408744991261306,https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_,Coffee Shop,food,food coffeeshop_
Antwerpen,RAS | Restaurant Aan de Stroom,51.219116561155204,4.394538086094428,https://ss3.4sqi.net/img/categories_v2/food/default_,Belgian Restaurant,food,food default_
Antwerpen,Pazzo,51.22692580798955,4.406347689841655,https://ss3.4sqi.net/img/categories_v2/food/default_,Restaurant,food,food default_
Antwerpen,Clodette,51.22514639794881,4.40992868858973,https://ss3.4sqi.net/img/categories_v2/nightlife/pub_,Bar,nightlife,nightlife pub_
Antwerpen,Belgian Wines Bar/Shop,51.21452045993905,4.409346538244453,https://ss3.4sqi.net/img/categories_v2/food/winery_,Wine Bar,food,food winery_
Gent,"Cut, Paste & Paint",51.05077995025719,3.7189819257925527,https://ss3.4sqi.net/img/categories_v2/shops/salon_barber_,Salon / Barbershop,shops,shops salon_barber_
Gent,Bocca,51.05053783818365,3.719670027494431,https://ss3.4sqi.net/img/categories_v2/food/italian_,Italian Restaurant,food,food italian_
Gent,Café René,51.050799,3.719812,https://ss3.4sqi.net/img/categories_v2/food/default_,Bistro,food,food default_
Gent,De Kastart,51.0520106489365,3.7196016311645512,https://ss3.4sqi.net/img/categories_v2/food/italian_,Italian Restaurant,food,food italian_
Gent,Patrick Foley's,51.05007058024615,3.719667285860983,https://ss3.4sqi.net/img/categories_v2/nightlife/pub_,Irish Pub,nightlife,nightlife pub_
Gent,Romain Roquette,51.048839,3.7214169999999998,https://ss3.4sqi.net/img/categories_v2/food/salad_,Salad Place,food,food salad_
Gent,NOIR,51.05188394264893,3.7195678878495664,https://ss3.4sqi.net/img/categories_v2/shops/tattoos_,Tattoo Parlor,shops,shops tattoos_
Gent,Taco Santo,51.050675257539005,3.719384372234345,https://ss3.4sqi.net/img/categories_v2/food/taco_,Taco Place,food,food taco_
Gent,De Frietketel,51.05057914833947,3.7113618850708012,https://ss3.4sqi.net/img/categories_v2/food/fastfood_,Friterie,food,food fastfood_
Gent,Moor & Moor,51.05212192981488,3.719920814037323,https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_,Coffee Shop,food,food coffeeshop_
Gent,L'Apero d'Oc,51.050938,3.719899,https://ss3.4sqi.net/img/categories_v2/shops/food_gourmet_,Gourmet Shop,shops,shops food_gourmet_
Gent,Balls & Glory,51.05229896702483,3.7202131748199463,https://ss3.4sqi.net/img/categories_v2/food/default_,Belgian Restaurant,food,food default_
Gent,PLUS+,51.05128563060697,3.7201273441314697,https://ss3.4sqi.net/img/categories_v2/food/salad_,Salad Place,food,food salad_
Gent,Nespresso Boutique,51.050369,3.721514,https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_,Coffee Shop,food,food coffeeshop_
Gent,Paard van Troje,51.05001766429281,3.72238039970398,https://ss3.4sqi.net/img/categories_v2/shops/bookstore_,Bookstore,shops,shops bookstore_
Gent,Pasta la Vista,51.047687033687104,3.7217517964025437,https://ss3.4sqi.net/img/categories_v2/food/italian_,Italian Restaurant,food,food italian_
Gent,Le Botaniste,51.052138,3.721139,https://ss3.4sqi.net/img/categories_v2/food/vegetarian_,Vegetarian / Vegan Restaurant,food,food vegetarian_
Gent,ONA,51.04731300313119,3.7219633162021633,https://ss3.4sqi.net/img/categories_v2/food/winery_,Wine Bar,food,food winery_
Gent,Bodydesign,51.04772275933112,3.721505999565123,https://ss3.4sqi.net/img/categories_v2/shops/tattoos_,Tattoo Parlor,shops,shops tattoos_
Gent,Oats Day Long,51.047714328170116,3.721758127212524,https://ss3.4sqi.net/img/categories_v2/food/breakfast_,Breakfast Spot,food,food breakfast_
Gent,Le Goût avant Tout,51.04904408016024,3.7216931813230185,https://ss3.4sqi.net/img/categories_v2/food/default_,Fondue Restaurant,food,food default_
Gent,Revue,51.04900765032898,3.7214215099811554,https://ss3.4sqi.net/img/categories_v2/food/default_,Bistro,food,food default_
Gent,Javana,51.0521371044594,3.721323609352112,https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_,Coffee Shop,food,food coffeeshop_
Gent,Hostel Uppelink,51.05395296768736,3.7198913097381587,https://ss3.4sqi.net/img/categories_v2/travel/hostel_,Hostel,travel,travel hostel_
Gent,Café Labath,51.05433737528301,3.716747760772705,https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_,Coffee Shop,food,food coffeeshop_
Gent,Homblé,51.050803402828166,3.71187686920166,https://ss3.4sqi.net/img/categories_v2/food/default_,Comfort Food Restaurant,food,food default_
Gent,Opera Gent,51.04962060150049,3.7221609713377313,https://ss3.4sqi.net/img/categories_v2/arts_entertainment/performingarts_operahouse_,Opera House,arts_entertainment,arts_entertainment performingarts_operahouse_
Gent,Pane & Vino,51.04856830151433,3.7214818546484514,https://ss3.4sqi.net/img/categories_v2/food/italian_,Italian Restaurant,food,food italian_
Gent,Le Homard Rouge,51.04918389759479,3.721721380370208,https://ss3.4sqi.net/img/categories_v2/food/seafood_,Seafood Restaurant,food,food seafood_
Gent,Think Twice,51.047004418908756,3.721783608198166,https://ss3.4sqi.net/img/categories_v2/shops/default_,Thrift / Vintage Store,shops,shops default_
Gent,& Other Stories,51.053492343500395,3.722137659788132,https://ss3.4sqi.net/img/categories_v2/shops/apparel_boutique_,Boutique,shops,shops apparel_boutique_
Gent,Le Perroquet,51.05072415512539,3.711023926734924,https://ss3.4sqi.net/img/categories_v2/food/default_,Bistro,food,food default_
Gent,Fitness Stadium,51.051072999999995,3.7090160000000005,https://ss3.4sqi.net/img/categories_v2/building/gym_,Gym / Fitness Center,building,building gym_
Gent,Luv l’Oeuf,51.047823933143434,3.7214818596839914,https://ss3.4sqi.net/img/categories_v2/food/breakfast_,Breakfast Spot,food,food breakfast_
Gent,Graslei,51.05473348800937,3.720567670279672,https://ss3.4sqi.net/img/categories_v2/parks_outdoors/plaza_,Plaza,parks_outdoors,parks_outdoors plaza_
Gent,Pillows Grand Hotel Reylof,51.05474362,3.71508498,https://ss3.4sqi.net/img/categories_v2/travel/hotel_,Hotel,travel,travel hotel_
Gent,De Walrus,51.0501220707613,3.7098189630193463,https://ss3.4sqi.net/img/categories_v2/nightlife/pub_,Bar,nightlife,nightlife pub_
Gent,Verloren Kost,51.04623597940396,3.7219847738742815,https://ss3.4sqi.net/img/categories_v2/food/deli_,Sandwich Place,food,food deli_
Gent,Greenway,51.04761146788231,3.721544891595841,https://ss3.4sqi.net/img/categories_v2/food/vegetarian_,Vegetarian / Vegan Restaurant,food,food vegetarian_
Gent,STEK,51.04663067568329,3.7220740298438324,https://ss3.4sqi.net/img/categories_v2/food/breakfast_,Breakfast Spot,food,food breakfast_
Gent,Kouter,51.050132,3.72384,https://ss3.4sqi.net/img/categories_v2/parks_outdoors/plaza_,Plaza,parks_outdoors,parks_outdoors plaza_
Gent,Stadium Coupure,51.05101813054551,3.7090159904115128,https://ss3.4sqi.net/img/categories_v2/building/gym_,Gym / Fitness Center,building,building gym_
Gent,Handelsbeurs,51.049646025134116,3.723209202289581,https://ss3.4sqi.net/img/categories_v2/arts_entertainment/musicvenue_,Concert Hall,arts_entertainment,arts_entertainment musicvenue_
Gent,Moochie Frozen Yogurt,51.05419331102605,3.7226259623383537,https://ss3.4sqi.net/img/categories_v2/food/frozenyogurt_,Frozen Yogurt Shop,food,food frozenyogurt_
Gent,Korenlei,51.054689,3.7201489999999997,https://ss3.4sqi.net/img/categories_v2/parks_outdoors/plaza_,Plaza,parks_outdoors,parks_outdoors plaza_
Gent,A Food Affair,51.054847428438975,3.713607720031774,https://ss3.4sqi.net/img/categories_v2/food/asian_,Asian Restaurant,food,food asian_
Gent,Cru,51.05053110730663,3.7249285212550776,https://ss3.4sqi.net/img/categories_v2/shops/food_gourmet_,Gourmet Shop,shops,shops food_gourmet_
Gent,Sint-Michielsbrug,51.053863609324246,3.7205404043197623,https://ss3.4sqi.net/img/categories_v2/parks_outdoors/bridge_,Bridge,parks_outdoors,parks_outdoors bridge_
Gent,Hunkemöller,51.053237,3.722422,https://ss3.4sqi.net/img/categories_v2/shops/apparel_lingerie_,Lingerie Store,shops,shops apparel_lingerie_
Gent,Brasserie HA',51.04971009924692,3.723072409629821,https://ss3.4sqi.net/img/categories_v2/food/french_,Brasserie,food,food french_
Gent,Soup'r,51.053361176072244,3.723291009664536,https://ss3.4sqi.net/img/categories_v2/food/soup_,Soup Place,food,food soup_
Gent,Korenmarkt,51.053782570472706,3.722397309358586,https://ss3.4sqi.net/img/categories_v2/parks_outdoors/plaza_,Plaza,parks_outdoors,parks_outdoors plaza_
Gent,Worlds' End Comics & Games bar,51.049316999999995,3.725572,https://ss3.4sqi.net/img/categories_v2/shops/comic_,Comic Shop,shops,shops comic_
Gent,Take Five Espressobar,51.05229896702481,3.7242043018341064,https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_,Coffee Shop,food,food coffeeshop_
Gent,Cuit by Cru,51.05053670799075,3.7248983889501903,https://ss3.4sqi.net/img/categories_v2/food/default_,Bistro,food,food default_
Gent,Ghent Marriott Hotel,51.05511119780914,3.7198127107740215,https://ss3.4sqi.net/img/categories_v2/travel/hotel_,Hotel,travel,travel hotel_
Gent,BEO Versmarkt,51.05325158420249,3.72361421585083,https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_,Organic Grocery,shops,shops food_grocery_
Gent,Pakhuis,51.0532751886271,3.7215033173561096,https://ss3.4sqi.net/img/categories_v2/food/default_,Bistro,food,food default_
Gent,Vishandel De Vis,51.05230908341638,3.723769783973693,https://ss3.4sqi.net/img/categories_v2/shops/food_fishmarket_,Fish Market,shops,shops food_fishmarket_
Gent,Hot Yoga,51.04710781518522,3.722469670126165,https://ss3.4sqi.net/img/categories_v2/shops/gym_yogastudio_,Yoga Studio,shops,shops gym_yogastudio_
Gent,Optiek Matthijs,51.05321294029603,3.724571464183585,https://ss3.4sqi.net/img/categories_v2/building/medical_opticalshop_,Optical Shop,building,building medical_opticalshop_
Gent,Sphinx Cinema,51.05396200533115,3.721722411241216,https://ss3.4sqi.net/img/categories_v2/arts_entertainment/movietheater_,Indie Movie Theater,arts_entertainment,arts_entertainment movietheater_
Gent,Plan B,51.046473999999996,3.721108,https://ss3.4sqi.net/img/categories_v2/nightlife/pub_,Pub,nightlife,nightlife pub_
Gent,The Other Shop,51.0528233304091,3.724555671215058,https://ss3.4sqi.net/img/categories_v2/shops/bookstore_,Bookstore,shops,shops bookstore_
Gent,West Site,51.046708830414026,3.7221562899572818,https://ss3.4sqi.net/img/categories_v2/parks_outdoors/surfspot_,Board Shop,parks_outdoors,parks_outdoors surfspot_
Gent,Mòris,51.054359999999996,3.7225273000000003,https://ss3.4sqi.net/img/categories_v2/nightlife/pub_,Bar,nightlife,nightlife pub_
Gent,Kin Khao,51.05474709559198,3.7229533660782272,https://ss3.4sqi.net/img/categories_v2/food/thai_,Thai Restaurant,food,food thai_
Gent,The Cobbler,51.05403934246974,3.7209602871616334,https://ss3.4sqi.net/img/categories_v2/travel/hotel_bar_,Hotel Bar,travel,travel hotel_bar_
Gent,Potatolicious,51.04629618505087,3.721806406974793,https://ss3.4sqi.net/img/categories_v2/food/vegetarian_,Vegetarian / Vegan Restaurant,food,food vegetarian_
Gent,Gillis,51.05455790899685,3.714820149374237,https://ss3.4sqi.net/img/categories_v2/food/default_,Belgian Restaurant,food,food default_
Gent,Missy Sippy Blues & Roots Club,51.054206191065944,3.7226390354138856,https://ss3.4sqi.net/img/categories_v2/nightlife/pub_,Pub,nightlife,nightlife pub_
Gent,I.Ma.Gi.N. Jewels,51.05013562454962,3.7264248415776304,https://ss3.4sqi.net/img/categories_v2/shops/jewelry_,Jewelry Store,shops,shops jewelry_
Gent,Huset,51.054877339773,3.7133150008776696,https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_,Coffee Shop,food,food coffeeshop_
Gent,Galleria Laurenzo Men,51.052292222762546,3.725392520427704,https://ss3.4sqi.net/img/categories_v2/shops/apparel_men_,Men's Store,shops,shops apparel_men_
Gent,Giri,51.056170776489886,3.72019842840479,https://ss3.4sqi.net/img/categories_v2/food/breakfast_,Breakfast Spot,food,food breakfast_
Gent,Limonada,51.05312732408609,3.7241855576537137,https://ss3.4sqi.net/img/categories_v2/nightlife/cocktails_,Cocktail Bar,nightlife,nightlife cocktails_
Gent,PIET moodshop,51.047905,3.727143,https://ss3.4sqi.net/img/categories_v2/shops/giftshop_,Gift Shop,shops,shops giftshop_
