City,Venue,Venue Latitude,Venue Longitude,Category Class,Venue Category,class1,class2,Cluster Labels
Brasschaat,prins kaveltafel,51.29603349805974,4.4913946498844375,https://ss3.4sqi.net/img/categories_v2/food/default_,Bistro,food,food default_,3
Grimbergen,Eetstaminee In De Kroon,50.93302352913235,4.370724795844225,https://ss3.4sqi.net/img/categories_v2/food/default_,Bistro,food,food default_,3
Grimbergen,Emilia Gelateria,50.93330969488896,4.372344953592866,https://ss3.4sqi.net/img/categories_v2/food/icecream_,Ice Cream Shop,food,food icecream_,3
Grimbergen,Streekbierencafé,50.93224197824528,4.371225862608828,https://ss3.4sqi.net/img/categories_v2/nightlife/beergarden_,Beer Garden,nightlife,nightlife beergarden_,3
Grimbergen,Zondagsmarkt,50.933155467665955,4.370730580993722,https://ss3.4sqi.net/img/categories_v2/shops/food_farmersmarket_,Farmers Market,shops,shops food_farmersmarket_,3
Grimbergen,Het Fenikshof,50.93445681470087,4.369437947771496,https://ss3.4sqi.net/img/categories_v2/food/gastropub_,Gastropub,food,food gastropub_,3
Grimbergen,Liermolen,50.936750479122416,4.372692562627589,https://ss3.4sqi.net/img/categories_v2/nightlife/pub_,Bar,nightlife,nightlife pub_,3
Grimbergen,Il Casale,50.93367254967218,4.372573938250548,https://ss3.4sqi.net/img/categories_v2/food/italian_,Italian Restaurant,food,food italian_,3
Grimbergen,Thermae Grimbergen,50.9358425583429,4.367913267565754,https://ss3.4sqi.net/img/categories_v2/shops/spa_,Spa,shops,shops spa_,3
Grimbergen,Optiek De Temmerman,50.93308151211104,4.371450500995859,https://ss3.4sqi.net/img/categories_v2/building/medical_opticalshop_,Optical Shop,building,building medical_opticalshop_,3
Grimbergen,De Herberg van Grimbergen,50.932482437725184,4.371432383865328,https://ss3.4sqi.net/img/categories_v2/food/french_,Brasserie,food,food french_,3
Grimbergen,Standaard Boekhandel,50.93370801237894,4.373340730349614,https://ss3.4sqi.net/img/categories_v2/shops/bookstore_,Bookstore,shops,shops bookstore_,3
Grimbergen,Zaal Fenikshof,50.934672778286895,4.369160922347522,https://ss3.4sqi.net/img/categories_v2/building/eventspace_,Event Space,building,building eventspace_,3
Grimbergen,Fijne Frietjes,50.93167637687984,4.3704582296427565,https://ss3.4sqi.net/img/categories_v2/food/fastfood_,Friterie,food,food fastfood_,3
Grimbergen,Prinsenbos,50.93035792137182,4.369940118153755,https://ss3.4sqi.net/img/categories_v2/parks_outdoors/park_,Park,parks_outdoors,parks_outdoors park_,3
Grimbergen,KSC Grimbergen,50.93044725897651,4.370514750480652,https://ss3.4sqi.net/img/categories_v2/shops/sports_outdoors_,Sports Club,shops,shops sports_outdoors_,3
Grimbergen,Tao Yan Ting,50.932731353486005,4.373726129861765,https://ss3.4sqi.net/img/categories_v2/food/asian_,Chinese Restaurant,food,food asian_,3
Grimbergen,Infraligne,50.935531066010704,4.365572718536957,https://ss3.4sqi.net/img/categories_v2/shops/salon_barber_,Health & Beauty Service,shops,shops salon_barber_,3
Grimbergen,Botta 'N Ik,50.93365082814522,4.37309051255665,https://ss3.4sqi.net/img/categories_v2/food/default_,Modern European Restaurant,food,food default_,3
Grimbergen,KBC Bank & Verzekering,50.932362853727795,4.372245515519907,https://ss3.4sqi.net/img/categories_v2/shops/financial_,Bank,shops,shops financial_,3
Grimbergen,Resto Puller,50.93552549841264,4.373447840869408,https://ss3.4sqi.net/img/categories_v2/food/default_,Bistro,food,food default_,3
Grimbergen,Hotel Abbey,50.932290723727576,4.375138699974938,https://ss3.4sqi.net/img/categories_v2/travel/hotel_,Hotel,travel,travel hotel_,3
Grimbergen,Sporthal Prinsenbos,50.931438513550816,4.371125745307122,https://ss3.4sqi.net/img/categories_v2/building/gym_,Gym / Fitness Center,building,building gym_,3
Grimbergen,Peter Bergen,50.9359022179264,4.365348220104238,https://ss3.4sqi.net/img/categories_v2/food/bakery_,Bakery,food,food bakery_,3
Grimbergen,De Blakke Zon,50.93248797436102,4.369015606450176,https://ss3.4sqi.net/img/categories_v2/food/default_,Restaurant,food,food default_,3
Grimbergen,Halte Hoge Steenweg,50.933908078195785,4.372929770794622,https://ss3.4sqi.net/img/categories_v2/travel/busstation_,Bus Stop,travel,travel busstation_,3
Grimbergen,Quillaja Flowers,50.934384,4.3717,https://ss3.4sqi.net/img/categories_v2/shops/flowershop_,Flower Shop,shops,shops flowershop_,3
Grimbergen,La carte blanche,50.93305600110977,4.373688574797648,https://ss3.4sqi.net/img/categories_v2/shops/apparel_,Clothing Store,shops,shops apparel_,3
Grimbergen,Halte Grimbergen Hoge Steenweg,50.933869869790286,4.372919573257889,https://ss3.4sqi.net/img/categories_v2/travel/busstation_,Bus Stop,travel,travel busstation_,3
Grimbergen,Leon 10,50.9332933,4.3722002,https://ss3.4sqi.net/img/categories_v2/shops/apparel_kids_,Kids Store,shops,shops apparel_kids_,3
Grimbergen,Bibliotheek Grimbergen,50.93567989040697,4.374944233487583,https://ss3.4sqi.net/img/categories_v2/shops/bookstore_,Bookstore,shops,shops bookstore_,3
Grimbergen,'t Wit Paard,50.9322460280041,4.375026725021823,https://ss3.4sqi.net/img/categories_v2/food/default_,Restaurant,food,food default_,3
Grimbergen,Restaurant Thermae Grimbergen,50.93582966143178,4.3678057984454846,https://ss3.4sqi.net/img/categories_v2/food/default_,Restaurant,food,food default_,3
Grimbergen,tribune grimbergen,50.930414359746855,4.370011276352386,https://ss3.4sqi.net/img/categories_v2/parks_outdoors/default_,Forest,parks_outdoors,parks_outdoors default_,3
Grimbergen,Den Diepen Boomgaard,50.93787732431782,4.373769883679047,https://ss3.4sqi.net/img/categories_v2/shops/food_farmersmarket_,Farmers Market,shops,shops food_farmersmarket_,3
Grimbergen,Mini Panda,50.93581398258525,4.365589036648831,https://ss3.4sqi.net/img/categories_v2/shops/apparel_kids_,Baby Store,shops,shops apparel_kids_,3
Grimbergen,Bakkerij Lisette,50.936006169660104,4.365194301155634,https://ss3.4sqi.net/img/categories_v2/food/bakery_,Bakery,food,food bakery_,3
Mol,Bouffard,51.18897405208848,5.114616339173193,https://ss3.4sqi.net/img/categories_v2/food/french_,French Restaurant,food,food french_,0
Mol,Hummingbird,51.18856058772357,5.114111773720459,https://ss3.4sqi.net/img/categories_v2/nightlife/pub_,Bar,nightlife,nightlife pub_,0
Mol,'t HerenHuys,51.187772008601435,5.116129856692328,https://ss3.4sqi.net/img/categories_v2/nightlife/pub_,Bar,nightlife,nightlife pub_,0
Mol,Gym2000,51.190496394783885,5.121459949822368,https://ss3.4sqi.net/img/categories_v2/building/gym_,Gym,building,building gym_,0
Mol,Huis Hardies,51.1872950794044,5.115677297854217,https://ss3.4sqi.net/img/categories_v2/shops/food_liquor_,Liquor Store,shops,shops food_liquor_,0
Mol,Jazzoet,51.19075761882555,5.123692344651238,https://ss3.4sqi.net/img/categories_v2/arts_entertainment/musicvenue_jazzclub_,Jazz Club,arts_entertainment,arts_entertainment musicvenue_jazzclub_,0
Mol,Casa Fraquelli,51.187046618187026,5.1161103865248965,https://ss3.4sqi.net/img/categories_v2/food/italian_,Italian Restaurant,food,food italian_,0
Mol,Sushi & Wine Helsen,51.1880339914374,5.118253120696656,https://ss3.4sqi.net/img/categories_v2/food/sushi_,Sushi Restaurant,food,food sushi_,0
Mol,Barlon,51.1873608482092,5.117226760602383,https://ss3.4sqi.net/img/categories_v2/nightlife/pub_,Bar,nightlife,nightlife pub_,0
Mol,Panini,51.18800921209729,5.118156814627066,https://ss3.4sqi.net/img/categories_v2/food/deli_,Sandwich Place,food,food deli_,0
Mol,Café 't Wassalon,51.18726543621428,5.117321233786833,https://ss3.4sqi.net/img/categories_v2/nightlife/pub_,Bar,nightlife,nightlife pub_,0
Mol,De Melksnor,51.190586495162364,5.116060006178887,https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_,Coffee Shop,food,food coffeeshop_,0
Mol,Oriental,51.19462416861634,5.115989783136643,https://ss3.4sqi.net/img/categories_v2/food/asian_,Asian Restaurant,food,food asian_,0
Mol,Het Verloren Rund,51.187904031204866,5.120503514016148,https://ss3.4sqi.net/img/categories_v2/food/default_,Restaurant,food,food default_,0
Mol,H&M,51.18797183314553,5.1192969390933145,https://ss3.4sqi.net/img/categories_v2/shops/apparel_,Clothing Store,shops,shops apparel_,0
